ICD10,CC,MCE_AGE_CONDITION,AGE_EDIT_CONDITION,SEX_EDIT_CONDITION
M05241,40.0,,,
M05242,40.0,,,
M05249,40.0,,,
M05251,40.0,,,
M05252,40.0,,,
M05259,40.0,,,
M05261,40.0,,,
M05262,40.0,,,
M05269,40.0,,,
M05271,40.0,,,
M05272,40.0,,,
M05279,40.0,,,
M0529,40.0,,,
M0530,40.0,,,
M05311,40.0,,,
M05312,40.0,,,
M05319,40.0,,,
M05321,40.0,,,
M05322,40.0,,,
M05329,40.0,,,
M05331,40.0,,,
M05332,40.0,,,
M05339,40.0,,,
M05341,40.0,,,
M05342,40.0,,,
M05349,40.0,,,
M05351,40.0,,,
M05352,40.0,,,
M05359,40.0,,,
M05361,40.0,,,
M05362,40.0,,,
M05369,40.0,,,
M05371,40.0,,,
M05372,40.0,,,
M05379,40.0,,,
M0539,40.0,,,
M0540,40.0,,,
M05411,40.0,,,
M05412,40.0,,,
M05419,40.0,,,
M05421,40.0,,,
M05422,40.0,,,
M05429,40.0,,,
M05431,40.0,,,
M05432,40.0,,,
M05439,40.0,,,
M05441,40.0,,,
M05442,40.0,,,
M05449,40.0,,,
M05451,40.0,,,
M05452,40.0,,,
M05459,40.0,,,
M05461,40.0,,,
M05462,40.0,,,
M05469,40.0,,,
M05471,40.0,,,
M05472,40.0,,,
M05479,40.0,,,
M0549,40.0,,,
M0550,40.0,,,
M0550,75.0,,,
M05511,40.0,,,
M05511,75.0,,,
M05512,40.0,,,
M05512,75.0,,,
M05519,40.0,,,
M05519,75.0,,,
M05521,40.0,,,
M05521,75.0,,,
M05522,40.0,,,
M05522,75.0,,,
M05529,40.0,,,
M05529,75.0,,,
M05531,40.0,,,
M05531,75.0,,,
M05532,40.0,,,
M05532,75.0,,,
M05539,40.0,,,
M05539,75.0,,,
M05541,40.0,,,
M05541,75.0,,,
M05542,40.0,,,
M05542,75.0,,,
M05549,40.0,,,
M05549,75.0,,,
M05551,40.0,,,
M05551,75.0,,,
M05552,40.0,,,
M05552,75.0,,,
M05559,40.0,,,
M05559,75.0,,,
M05561,40.0,,,
M05561,75.0,,,
M05562,40.0,,,
M05562,75.0,,,
M05569,40.0,,,
M05569,75.0,,,
M05571,40.0,,,
M05571,75.0,,,
M05572,40.0,,,
M05572,75.0,,,
M05579,40.0,,,
M05579,75.0,,,
M0559,40.0,,,
M0559,75.0,,,
M0560,40.0,,,
M05611,40.0,,,
M05612,40.0,,,
M05619,40.0,,,
M05621,40.0,,,
M05622,40.0,,,
M05629,40.0,,,
M05631,40.0,,,
M05632,40.0,,,
M05639,40.0,,,
M05641,40.0,,,
M05642,40.0,,,
M05649,40.0,,,
M05651,40.0,,,
M05652,40.0,,,
M05659,40.0,,,
M05661,40.0,,,
M05662,40.0,,,
M05669,40.0,,,
M05671,40.0,,,
M05672,40.0,,,
M05679,40.0,,,
M0569,40.0,,,
M0570,40.0,,,
M05711,40.0,,,
M05712,40.0,,,
M05719,40.0,,,
M05721,40.0,,,
M05722,40.0,,,
M05729,40.0,,,
M05731,40.0,,,
M05732,40.0,,,
M05739,40.0,,,
M05741,40.0,,,
M05742,40.0,,,
M05749,40.0,,,
M05751,40.0,,,
M05752,40.0,,,
M05759,40.0,,,
M05761,40.0,,,
M05762,40.0,,,
M05769,40.0,,,
M05771,40.0,,,
M05772,40.0,,,
M05779,40.0,,,
M0579,40.0,,,
M057A,40.0,,,
M0580,40.0,,,
M05811,40.0,,,
M05812,40.0,,,
M05819,40.0,,,
M05821,40.0,,,
M05822,40.0,,,
M05829,40.0,,,
M05831,40.0,,,
M05832,40.0,,,
M05839,40.0,,,
M05841,40.0,,,
M05842,40.0,,,
M05849,40.0,,,
M05851,40.0,,,
M05852,40.0,,,
M05859,40.0,,,
M05861,40.0,,,
M05862,40.0,,,
M05869,40.0,,,
M05871,40.0,,,
M05872,40.0,,,
M05879,40.0,,,
M0589,40.0,,,
M058A,40.0,,,
M059,40.0,,,
M05A,40.0,,,
M0600,40.0,,,
M06011,40.0,,,
M06012,40.0,,,
M06019,40.0,,,
M06021,40.0,,,
M06022,40.0,,,
M06029,40.0,,,
M06031,40.0,,,
M06032,40.0,,,
M06039,40.0,,,
M06041,40.0,,,
M06042,40.0,,,
M06049,40.0,,,
M06051,40.0,,,
M06052,40.0,,,
M06059,40.0,,,
M06061,40.0,,,
M06062,40.0,,,
M06069,40.0,,,
M06071,40.0,,,
M06072,40.0,,,
M06079,40.0,,,
M0608,40.0,,,
M0609,40.0,,,
M060A,40.0,,,
M061,40.0,age >= 15,,
M0620,40.0,,,
M06211,40.0,,,
M06212,40.0,,,
M06219,40.0,,,
M06221,40.0,,,
M06222,40.0,,,
M06229,40.0,,,
M06231,40.0,,,
M06232,40.0,,,
M06239,40.0,,,
M06241,40.0,,,
M06242,40.0,,,
M06249,40.0,,,
M06251,40.0,,,
M06252,40.0,,,
M06259,40.0,,,
M06261,40.0,,,
M06262,40.0,,,
M06269,40.0,,,
M06271,40.0,,,
M06272,40.0,,,
M06279,40.0,,,
M0628,40.0,,,
M0629,40.0,,,
M0630,40.0,,,
M06311,40.0,,,
M06312,40.0,,,
M06319,40.0,,,
M06321,40.0,,,
M06322,40.0,,,
M06329,40.0,,,
M06331,40.0,,,
M06332,40.0,,,
M06339,40.0,,,
M06341,40.0,,,
M06342,40.0,,,
M06349,40.0,,,
M06351,40.0,,,
M06352,40.0,,,
M06359,40.0,,,
M06361,40.0,,,
M06362,40.0,,,
M06369,40.0,,,
M06371,40.0,,,
M06372,40.0,,,
M06379,40.0,,,
M0638,40.0,,,
M0639,40.0,,,
M064,40.0,,,
M0680,40.0,,,
M06811,40.0,,,
M06812,40.0,,,
M06819,40.0,,,
M06821,40.0,,,
M06822,40.0,,,
M06829,40.0,,,
M06831,40.0,,,
M06832,40.0,,,
M06839,40.0,,,
M06841,40.0,,,
M06842,40.0,,,
M06849,40.0,,,
M06851,40.0,,,
M06852,40.0,,,
M06859,40.0,,,
M06861,40.0,,,
M06862,40.0,,,
M06869,40.0,,,
M06871,40.0,,,
M06872,40.0,,,
M06879,40.0,,,
M0688,40.0,,,
M0689,40.0,,,
M068A,40.0,,,
M069,40.0,,,
M0800,40.0,,,
M08011,40.0,,,
M08012,40.0,,,
M08019,40.0,,,
M08021,40.0,,,
M08022,40.0,,,
M08029,40.0,,,
M08031,40.0,,,
M08032,40.0,,,
M08039,40.0,,,
M08041,40.0,,,
M08042,40.0,,,
M08049,40.0,,,
M08051,40.0,,,
M08052,40.0,,,
M08059,40.0,,,
M08061,40.0,,,
M08062,40.0,,,
M08069,40.0,,,
M08071,40.0,,,
M08072,40.0,,,
M08079,40.0,,,
M0808,40.0,,,
M0809,40.0,,,
M080A,40.0,,,
M081,40.0,,,
M0820,40.0,,,
M08211,40.0,,,
M08212,40.0,,,
M08219,40.0,,,
M08221,40.0,,,
M08222,40.0,,,
M08229,40.0,,,
M08231,40.0,,,
M08232,40.0,,,
M08239,40.0,,,
M08241,40.0,,,
M08242,40.0,,,
M08249,40.0,,,
M08251,40.0,,,
M08252,40.0,,,
M08259,40.0,,,
M08261,40.0,,,
M08262,40.0,,,
M08269,40.0,,,
M08271,40.0,,,
M08272,40.0,,,
M08279,40.0,,,
M0828,40.0,,,
M0829,40.0,,,
M082A,40.0,,,
M083,40.0,,,
M0840,40.0,,,
M08411,40.0,,,
M08412,40.0,,,
M08419,40.0,,,
M08421,40.0,,,
M08422,40.0,,,
M08429,40.0,,,
M08431,40.0,,,
M08432,40.0,,,
M08439,40.0,,,
M08441,40.0,,,
M08442,40.0,,,
M08449,40.0,,,
M08451,40.0,,,
M08452,40.0,,,
M08459,40.0,,,
M08461,40.0,,,
M08462,40.0,,,
M08469,40.0,,,
M08471,40.0,,,
M08472,40.0,,,
M08479,40.0,,,
M0848,40.0,,,
M084A,40.0,,,
M0880,40.0,,,
M08811,40.0,,,
M08812,40.0,,,
M08819,40.0,,,
M08821,40.0,,,
M08822,40.0,,,
M08829,40.0,,,
M08831,40.0,,,
M08832,40.0,,,
M08839,40.0,,,
M08841,40.0,,,
M08842,40.0,,,
M08849,40.0,,,
M08851,40.0,,,
M08852,40.0,,,
M08859,40.0,,,
M08861,40.0,,,
M08862,40.0,,,
M08869,40.0,,,
M08871,40.0,,,
M08872,40.0,,,
M08879,40.0,,,
M0888,40.0,,,
M0889,40.0,,,
M0890,40.0,,,
M08911,40.0,,,
M08912,40.0,,,
M08919,40.0,,,
M08921,40.0,,,
M08922,40.0,,,
M08929,40.0,,,
M08931,40.0,,,
M08932,40.0,,,
M08939,40.0,,,
M08941,40.0,,,
M08942,40.0,,,
M08949,40.0,,,
M08951,40.0,,,
M08952,40.0,,,
M08959,40.0,,,
M08961,40.0,,,
M08962,40.0,,,
M08969,40.0,,,
M08971,40.0,,,
M08972,40.0,,,
M08979,40.0,,,
M0898,40.0,,,
M0899,40.0,,,
M089A,40.0,,,
M1200,40.0,,,
M12011,40.0,,,
M12012,40.0,,,
M12019,40.0,,,
M12021,40.0,,,
M12022,40.0,,,
M12029,40.0,,,
M12031,40.0,,,
M12032,40.0,,,
M12039,40.0,,,
M12041,40.0,,,
M12042,40.0,,,
M12049,40.0,,,
M12051,40.0,,,
M12052,40.0,,,
M12059,40.0,,,
M12061,40.0,,,
M12062,40.0,,,
M12069,40.0,,,
M12071,40.0,,,
M12072,40.0,,,
M12079,40.0,,,
M1208,40.0,,,
M1209,40.0,,,
M300,40.0,,,
M301,40.0,,,
M302,40.0,,,
M303,40.0,,,
M308,40.0,,,
M310,40.0,,,
M3110,40.0,,,
M3111,186.0,,,
M3119,40.0,,,
M312,40.0,,,
M3130,40.0,,,
M3131,40.0,,,
M314,40.0,,,
M315,40.0,,,
M316,40.0,,,
M317,40.0,,,
M318,108.0,,,
M319,108.0,,,
M320,40.0,,,
M3210,40.0,,,
M3211,40.0,,,
M3212,40.0,,,
M3213,40.0,,,
M3213,112.0,,,
M3214,40.0,,,
M3215,40.0,,,
M3219,40.0,,,
M328,40.0,,,
M329,40.0,,,
M3300,40.0,,,
M3301,40.0,,,
M3301,112.0,,,
M3302,40.0,,,
M3303,40.0,,,
M3309,40.0,,,
M3310,40.0,,,
M3311,40.0,,,
M3311,112.0,,,
M3312,40.0,,,
M3313,40.0,,,
M3319,40.0,,,
M3320,40.0,,,
M3321,40.0,,,
M3321,112.0,,,
M3322,40.0,,,
M3329,40.0,,,
M3390,40.0,,,
M3391,40.0,,,
M3391,112.0,,,
M3392,40.0,,,
M3393,40.0,,,
M3399,40.0,,,
M340,40.0,,,
M341,40.0,,,
M342,40.0,,,
M3481,40.0,,,
M3481,112.0,,,
M3482,40.0,,,
M3483,40.0,,,
M3483,75.0,,,
M3489,40.0,,,
M349,40.0,,,
M3500,40.0,,,
M3501,40.0,,,
M3502,40.0,,,
M3502,112.0,,,
M3503,40.0,,,
M3504,40.0,,,
M3505,40.0,,,
M3506,40.0,,,
M3507,40.0,,,
M3508,40.0,,,
M3509,40.0,,,
M350A,40.0,,,
M350B,40.0,,,
M350C,40.0,,,
M351,40.0,,,
M352,40.0,,,
M353,40.0,,,
M355,40.0,,,
M3581,2.0,,,
M3589,40.0,,,
M359,40.0,,,
M360,40.0,,,
M368,40.0,,,
M450,40.0,,,
M451,40.0,,,
M452,40.0,,,
M453,40.0,,,
M454,40.0,,,
M455,40.0,,,
M456,40.0,,,
M457,40.0,,,
M458,40.0,,,
M459,40.0,,,
M45A0,40.0,,,
M45A1,40.0,,,
M45A2,40.0,,,
M45A3,40.0,,,
M45A4,40.0,,,
M45A5,40.0,,,
M45A6,40.0,,,
M45A7,40.0,,,
M45A8,40.0,,,
M45AB,40.0,,,
M4600,40.0,,,
M4601,40.0,,,
M4602,40.0,,,
M4603,40.0,,,
M4604,40.0,,,
M4605,40.0,,,
M4606,40.0,,,
M4607,40.0,,,
M4608,40.0,,,
M4609,40.0,,,
M461,40.0,,,
M4620,39.0,,,
M4621,39.0,,,
M4622,39.0,,,
M4623,39.0,,,
M4624,39.0,,,
M4625,39.0,,,
M4626,39.0,,,
M4627,39.0,,,
M4628,39.0,,,
M4630,39.0,,,
M4631,39.0,,,
M4632,39.0,,,
M4633,39.0,,,
M4634,39.0,,,
M4635,39.0,,,
M4636,39.0,,,
M4637,39.0,,,
M4638,39.0,,,
M4639,39.0,,,
M4650,40.0,,,
M4651,40.0,,,
M4652,40.0,,,
M4653,40.0,,,
M4654,40.0,,,
M4655,40.0,,,
M4656,40.0,,,
M4657,40.0,,,
M4658,40.0,,,
M4659,40.0,,,
M4680,40.0,,,
M4681,40.0,,,
M4682,40.0,,,
M4683,40.0,,,
M4684,40.0,,,
M4685,40.0,,,
M4686,40.0,,,
M4687,40.0,,,
M4688,40.0,,,
M4689,40.0,,,
M4690,40.0,,,
M4691,40.0,,,
M4692,40.0,,,
M4693,40.0,,,
M4694,40.0,,,
M4695,40.0,,,
M4696,40.0,,,
M4697,40.0,,,
M4698,40.0,,,
M4699,40.0,,,
M4850XA,169.0,,,
M4851XA,169.0,,,
M4852XA,169.0,,,
M4853XA,169.0,,,
M4854XA,169.0,,,
M4855XA,169.0,,,
M4856XA,169.0,,,
M4857XA,169.0,,,
M4858XA,169.0,,,
M488X1,40.0,,,
M488X2,40.0,,,
M488X3,40.0,,,
M488X4,40.0,,,
M488X5,40.0,,,
M488X6,40.0,,,
M488X7,40.0,,,
M488X8,40.0,,,
M488X9,40.0,,,
M4980,40.0,,,
M4981,40.0,,,
M4982,40.0,,,
M4983,40.0,,,
M4984,40.0,,,
M4985,40.0,,,
M4986,40.0,,,
M4987,40.0,,,
M4988,40.0,,,
M4989,40.0,,,
M726,39.0,,,
M80051A,170.0,age >= 15,,
M80052A,170.0,age >= 15,,
M80059A,170.0,age >= 15,,
M8008XA,169.0,age >= 15,,
M80851A,170.0,,,
M80852A,170.0,,,
M80859A,170.0,,,
M8088XA,169.0,,,
M84451A,170.0,,,
M84452A,170.0,,,
M84453A,170.0,,,
M84459A,170.0,,,
M84551A,170.0,,,
M84552A,170.0,,,
M84553A,170.0,,,
M84559A,170.0,,,
M84651A,170.0,,,
M84652A,170.0,,,
M84653A,170.0,,,
M84659A,170.0,,,
M84754A,170.0,,,
M84755A,170.0,,,
M84756A,170.0,,,
M84757A,170.0,,,
M84758A,170.0,,,
M84759A,170.0,,,
M8600,39.0,,,
M86011,39.0,,,
M86012,39.0,,,
M86019,39.0,,,
M86021,39.0,,,
M86022,39.0,,,
M86029,39.0,,,
M86031,39.0,,,
M86032,39.0,,,
M86039,39.0,,,
M86041,39.0,,,
M86042,39.0,,,
M86049,39.0,,,
M86051,39.0,,,
M86052,39.0,,,
M86059,39.0,,,
M86061,39.0,,,
M86062,39.0,,,
M86069,39.0,,,
M86071,39.0,,,
M86072,39.0,,,
M86079,39.0,,,
M8608,39.0,,,
M8609,39.0,,,
M8610,39.0,,,
M86111,39.0,,,
M86112,39.0,,,
M86119,39.0,,,
M86121,39.0,,,
M86122,39.0,,,
M86129,39.0,,,
M86131,39.0,,,
M86132,39.0,,,
M86139,39.0,,,
M86141,39.0,,,
M86142,39.0,,,
M86149,39.0,,,
M86151,39.0,,,
M86152,39.0,,,
M86159,39.0,,,
M86161,39.0,,,
M86162,39.0,,,
M86169,39.0,,,
M86171,39.0,,,
M86172,39.0,,,
M86179,39.0,,,
M8618,39.0,,,
M8619,39.0,,,
M8620,39.0,,,
M86211,39.0,,,
M86212,39.0,,,
M86219,39.0,,,
M86221,39.0,,,
M86222,39.0,,,
M86229,39.0,,,
M86231,39.0,,,
M86232,39.0,,,
M86239,39.0,,,
M86241,39.0,,,
M86242,39.0,,,
M86249,39.0,,,
M86251,39.0,,,
M86252,39.0,,,
M86259,39.0,,,
M86261,39.0,,,
M86262,39.0,,,
M86269,39.0,,,
M86271,39.0,,,
M86272,39.0,,,
M86279,39.0,,,
M8628,39.0,,,
M8629,39.0,,,
M8630,39.0,,,
M86311,39.0,,,
M86312,39.0,,,
M86319,39.0,,,
M86321,39.0,,,
M86322,39.0,,,
M86329,39.0,,,
M86331,39.0,,,
M86332,39.0,,,
M86339,39.0,,,
M86341,39.0,,,
M86342,39.0,,,
M86349,39.0,,,
M86351,39.0,,,
M86352,39.0,,,
M86359,39.0,,,
M86361,39.0,,,
M86362,39.0,,,
M86369,39.0,,,
M86371,39.0,,,
M86372,39.0,,,
M86379,39.0,,,
M8638,39.0,,,
M8639,39.0,,,
M8640,39.0,,,
M86411,39.0,,,
M86412,39.0,,,
M86419,39.0,,,
M86421,39.0,,,
M86422,39.0,,,
M86429,39.0,,,
M86431,39.0,,,
M86432,39.0,,,
M86439,39.0,,,
M86441,39.0,,,
M86442,39.0,,,
M86449,39.0,,,
M86451,39.0,,,
M86452,39.0,,,
M86459,39.0,,,
M86461,39.0,,,
M86462,39.0,,,
M86469,39.0,,,
M86471,39.0,,,
M86472,39.0,,,
M86479,39.0,,,
M8648,39.0,,,
M8649,39.0,,,
M8650,39.0,,,
M86511,39.0,,,
M86512,39.0,,,
M86519,39.0,,,
M86521,39.0,,,
M86522,39.0,,,
M86529,39.0,,,
M86531,39.0,,,
M86532,39.0,,,
M86539,39.0,,,
M86541,39.0,,,
M86542,39.0,,,
M86549,39.0,,,
M86551,39.0,,,
M86552,39.0,,,
M86559,39.0,,,
M86561,39.0,,,
M86562,39.0,,,
M86569,39.0,,,
M86571,39.0,,,
M86572,39.0,,,
M86579,39.0,,,
M8658,39.0,,,
M8659,39.0,,,
M8660,39.0,,,
M86611,39.0,,,
M86612,39.0,,,
M86619,39.0,,,
M86621,39.0,,,
M86622,39.0,,,
M86629,39.0,,,
M86631,39.0,,,
M86632,39.0,,,
M86639,39.0,,,
M86641,39.0,,,
M86642,39.0,,,
M86649,39.0,,,
M86651,39.0,,,
M86652,39.0,,,
M86659,39.0,,,
M86661,39.0,,,
M86662,39.0,,,
M86669,39.0,,,
M86671,39.0,,,
M86672,39.0,,,
M86679,39.0,,,
M8668,39.0,,,
M8669,39.0,,,
M868X0,39.0,,,
M868X1,39.0,,,
M868X2,39.0,,,
M868X3,39.0,,,
M868X4,39.0,,,
M868X5,39.0,,,
M868X6,39.0,,,
M868X7,39.0,,,
M868X8,39.0,,,
M868X9,39.0,,,
M869,39.0,,,
M8700,39.0,,,
M87011,39.0,,,
M87012,39.0,,,
M87019,39.0,,,
M87021,39.0,,,
M87022,39.0,,,
M87029,39.0,,,
M87031,39.0,,,
M87032,39.0,,,
M87033,39.0,,,
M87034,39.0,,,
M87035,39.0,,,
M87036,39.0,,,
M87037,39.0,,,
M87038,39.0,,,
M87039,39.0,,,
M87041,39.0,,,
M87042,39.0,,,
M87043,39.0,,,
M87044,39.0,,,
M87045,39.0,,,
M87046,39.0,,,
M87050,39.0,,,
M87051,39.0,,,
M87052,39.0,,,
M87059,39.0,,,
M87061,39.0,,,
M87062,39.0,,,
M87063,39.0,,,
M87064,39.0,,,
M87065,39.0,,,
M87066,39.0,,,
M87071,39.0,,,
M87072,39.0,,,
M87073,39.0,,,
M87074,39.0,,,
M87075,39.0,,,
M87076,39.0,,,
M87077,39.0,,,
M87078,39.0,,,
M87079,39.0,,,
M8708,39.0,,,
M8709,39.0,,,
M8710,39.0,,,
M87111,39.0,,,
M87112,39.0,,,
M87119,39.0,,,
M87121,39.0,,,
M87122,39.0,,,
M87129,39.0,,,
M87131,39.0,,,
M87132,39.0,,,
M87133,39.0,,,
M87134,39.0,,,
M87135,39.0,,,
M87136,39.0,,,
M87137,39.0,,,
M87138,39.0,,,
M87139,39.0,,,
M87141,39.0,,,
M87142,39.0,,,
M87143,39.0,,,
M87144,39.0,,,
M87145,39.0,,,
M87146,39.0,,,
M87150,39.0,,,
M87151,39.0,,,
M87152,39.0,,,
M87159,39.0,,,
M87161,39.0,,,
M87162,39.0,,,
M87163,39.0,,,
M87164,39.0,,,
M87165,39.0,,,
M87166,39.0,,,
M87171,39.0,,,
M87172,39.0,,,
M87173,39.0,,,
M87174,39.0,,,
M87175,39.0,,,
M87176,39.0,,,
M87177,39.0,,,
M87178,39.0,,,
M87179,39.0,,,
M87180,39.0,,,
M87188,39.0,,,
M8719,39.0,,,
M8720,39.0,,,
M87211,39.0,,,
M87212,39.0,,,
M87219,39.0,,,
M87221,39.0,,,
M87222,39.0,,,
M87229,39.0,,,
M87231,39.0,,,
M87232,39.0,,,
M87233,39.0,,,
M87234,39.0,,,
M87235,39.0,,,
M87236,39.0,,,
M87237,39.0,,,
M87238,39.0,,,
M87239,39.0,,,
M87241,39.0,,,
M87242,39.0,,,
M87243,39.0,,,
M87244,39.0,,,
M87245,39.0,,,
M87246,39.0,,,
M87250,39.0,,,
M87251,39.0,,,
M87252,39.0,,,
M87256,39.0,,,
M87261,39.0,,,
M87262,39.0,,,
M87263,39.0,,,
M87264,39.0,,,
M87265,39.0,,,
M87266,39.0,,,
M87271,39.0,,,
M87272,39.0,,,
M87273,39.0,,,
M87274,39.0,,,
M87275,39.0,,,
M87276,39.0,,,
M87277,39.0,,,
M87278,39.0,,,
M87279,39.0,,,
M8728,39.0,,,
M8729,39.0,,,
M8730,39.0,,,
M87311,39.0,,,
M87312,39.0,,,
M87319,39.0,,,
M87321,39.0,,,
M87322,39.0,,,
M87329,39.0,,,
M87331,39.0,,,
M87332,39.0,,,
M87333,39.0,,,
M87334,39.0,,,
M87335,39.0,,,
M87336,39.0,,,
M87337,39.0,,,
M87338,39.0,,,
M87339,39.0,,,
M87341,39.0,,,
M87342,39.0,,,
M87343,39.0,,,
M87344,39.0,,,
M87345,39.0,,,
M87346,39.0,,,
M87350,39.0,,,
M87351,39.0,,,
M87352,39.0,,,
M87353,39.0,,,
M87361,39.0,,,
M87362,39.0,,,
M87363,39.0,,,
M87364,39.0,,,
M87365,39.0,,,
M87366,39.0,,,
M87371,39.0,,,
M87372,39.0,,,
M87373,39.0,,,
M87374,39.0,,,
M87375,39.0,,,
M87376,39.0,,,
M87377,39.0,,,
M87378,39.0,,,
M87379,39.0,,,
M8738,39.0,,,
M8739,39.0,,,
M8780,39.0,,,
M87811,39.0,,,
M87812,39.0,,,
M87819,39.0,,,
M87821,39.0,,,
M87822,39.0,,,
M87829,39.0,,,
M87831,39.0,,,
M87832,39.0,,,
M87833,39.0,,,
M87834,39.0,,,
M87835,39.0,,,
M87836,39.0,,,
M87837,39.0,,,
M87838,39.0,,,
M87839,39.0,,,
M87841,39.0,,,
M87842,39.0,,,
M87843,39.0,,,
M87844,39.0,,,
M87845,39.0,,,
M87849,39.0,,,
M87850,39.0,,,
M87851,39.0,,,
M87852,39.0,,,
M87859,39.0,,,
M87861,39.0,,,
M87862,39.0,,,
M87863,39.0,,,
M87864,39.0,,,
M87865,39.0,,,
M87869,39.0,,,
M87871,39.0,,,
M87872,39.0,,,
M87873,39.0,,,
M87874,39.0,,,
M87875,39.0,,,
M87876,39.0,,,
M87877,39.0,,,
M87878,39.0,,,
M87879,39.0,,,
M8788,39.0,,,
M8789,39.0,,,
M879,39.0,,,
M8960,39.0,,,
M89611,39.0,,,
M89612,39.0,,,
M89619,39.0,,,
M89621,39.0,,,
M89622,39.0,,,
M89629,39.0,,,
M89631,39.0,,,
M89632,39.0,,,
M89639,39.0,,,
M89641,39.0,,,
M89642,39.0,,,
M89649,39.0,,,
M89651,39.0,,,
M89652,39.0,,,
M89659,39.0,,,
M89661,39.0,,,
M89662,39.0,,,
M89669,39.0,,,
M89671,39.0,,,
M89672,39.0,,,
M89679,39.0,,,
M8968,39.0,,,
M8969,39.0,,,
M9050,39.0,,,
M90511,39.0,,,
M90512,39.0,,,
M90519,39.0,,,
M90521,39.0,,,
M90522,39.0,,,
M90529,39.0,,,
M90531,39.0,,,
M90532,39.0,,,
M90539,39.0,,,
M90541,39.0,,,
M90542,39.0,,,
M90549,39.0,,,
M90551,39.0,,,
M90552,39.0,,,
M90559,39.0,,,
M90561,39.0,,,
M90562,39.0,,,
M90569,39.0,,,
M90571,39.0,,,
M90572,39.0,,,
M90579,39.0,,,
M9058,39.0,,,
M9059,39.0,,,
M96621,176.0,,,
M96622,176.0,,,
M96629,176.0,,,
M96631,176.0,,,
M96632,176.0,,,
M96639,176.0,,,
M9665,176.0,,,
M96661,176.0,,,
M96662,176.0,,,
M96669,176.0,,,
M96671,176.0,,,
M96672,176.0,,,
M96679,176.0,,,
M9669,176.0,,,
M9701XA,170.0,,,
M9702XA,170.0,,,
N170,135.0,,,
N171,135.0,,,
N172,135.0,,,
N178,135.0,,,
N179,135.0,,,
N1830,138.0,,,
N1831,138.0,,,
N1832,138.0,,,
N184,137.0,,,
N185,136.0,,,
N186,136.0,,,
N251,23.0,,,
N2581,23.0,,,
N280,107.0,,,
N7682,39.0,,,
N99510,176.0,,,
N99511,176.0,,,
N99512,176.0,,,
N99518,176.0,,,
N99520,176.0,,,
N99521,176.0,,,
N99522,176.0,,,
N99523,176.0,,,
N99524,176.0,,,
N99528,176.0,,,
N99530,176.0,,,
N99531,176.0,,,
N99532,176.0,,,
N99533,176.0,,,
N99534,176.0,,,
N99538,176.0,,,
P0270,2.0,,,
P360,2.0,,,
P3610,2.0,,,
P3619,2.0,,,
P362,2.0,,,
P3630,2.0,,,
P3639,2.0,,,
P364,2.0,,,
P365,2.0,,,
P368,2.0,,,
P369,2.0,,,
P91821,100.0,,,
P91822,100.0,,,
P91823,100.0,,,
P91829,100.0,,,
Q000,72.0,,,
Q001,72.0,,,
Q002,72.0,,,
Q010,72.0,,,
Q011,72.0,,,
Q012,72.0,,,
Q018,72.0,,,
Q019,72.0,,,
Q02,72.0,,,
Q030,72.0,,,
Q031,72.0,,,
Q038,72.0,,,
Q039,72.0,,,
Q040,72.0,,,
Q041,72.0,,,
Q042,72.0,,,
Q043,72.0,,,
Q044,72.0,,,
Q045,72.0,,,
Q046,72.0,,,
Q048,72.0,,,
Q049,72.0,,,
Q050,72.0,,,
Q051,72.0,,,
Q052,72.0,,,
Q053,72.0,,,
Q054,72.0,,,
Q055,72.0,,,
Q056,72.0,,,
Q057,72.0,,,
Q058,72.0,,,
Q059,72.0,,,
Q060,72.0,,,
Q061,72.0,,,
Q062,72.0,,,
Q063,72.0,,,
Q064,72.0,,,
Q068,72.0,,,
Q069,72.0,,,
Q0700,72.0,,,
Q0701,72.0,,,
Q0702,72.0,,,
Q0703,72.0,,,
Q078,72.0,,,
Q079,72.0,,,
Q8500,12.0,,,
Q8501,12.0,,,
Q8502,12.0,,,
Q8503,12.0,,,
Q8509,12.0,,,
Q851,12.0,,,
Q8581,12.0,,,
Q8582,12.0,,,
Q8583,12.0,,,
Q8589,12.0,,,
Q859,12.0,,,
R092,83.0,,,
R1116,55.0,,,
R4020,80.0,,,
R402110,80.0,,,
R402111,80.0,,,
R402112,80.0,,,
R402113,80.0,,,
R402114,80.0,,,
R402120,80.0,,,
R402121,80.0,,,
R402122,80.0,,,
R402123,80.0,,,
R402124,80.0,,,
R402210,80.0,,,
R402211,80.0,,,
R402212,80.0,,,
R402213,80.0,,,
R402214,80.0,,,
R402220,80.0,,,
R402221,80.0,,,
R402222,80.0,,,
R402223,80.0,,,
R402224,80.0,,,
R402310,80.0,,,
R402311,80.0,,,
R402312,80.0,,,
R402313,80.0,,,
R402314,80.0,,,
R402320,80.0,,,
R402321,80.0,,,
R402322,80.0,,,
R402323,80.0,,,
R402324,80.0,,,
R402340,80.0,,,
R402341,80.0,,,
R402342,80.0,,,
R402343,80.0,,,
R402344,80.0,,,
R402430,80.0,,,
R402431,80.0,,,
R402432,80.0,,,
R402433,80.0,,,
R402434,80.0,,,
R402440,80.0,,,
R402441,80.0,,,
R402442,80.0,,,
R402443,80.0,,,
R402444,80.0,,,
R402A,80.0,,,
R403,80.0,,,
R4588,59.0,,age >= 2,
R4588,59.0,,age < 2,
