ICD10,CC,MCE_AGE_CONDITION,AGE_EDIT_CONDITION,SEX_EDIT_CONDITION
F12929,55.0,,,
F1293,55.0,,,
F12950,54.0,,,
F12951,54.0,,,
F12959,54.0,,,
F12980,55.0,,,
F12988,55.0,,,
F1299,55.0,,,
F1310,56.0,,,
F1311,56.0,,,
F13120,55.0,,,
F13121,55.0,,,
F13129,55.0,,,
F13130,55.0,,,
F13131,54.0,,,
F13132,54.0,,,
F13139,55.0,,,
F1314,55.0,,,
F13150,54.0,,,
F13151,54.0,,,
F13159,54.0,,,
F13180,55.0,,,
F13181,55.0,,,
F13182,55.0,,,
F13188,55.0,,,
F1319,55.0,,,
F1320,55.0,,,
F1321,55.0,,,
F13220,55.0,,,
F13221,55.0,,,
F13229,55.0,,,
F13230,55.0,,,
F13231,54.0,,,
F13232,54.0,,,
F13239,55.0,,,
F1324,55.0,,,
F13250,54.0,,,
F13251,54.0,,,
F13259,54.0,,,
F1326,54.0,,,
F1327,54.0,,,
F13280,55.0,,,
F13281,55.0,,,
F13282,55.0,,,
F13288,55.0,,,
F1329,55.0,,,
F13920,55.0,,,
F13921,55.0,,,
F13929,55.0,,,
F13930,55.0,,,
F13931,54.0,,,
F13932,54.0,,,
F13939,55.0,,,
F1394,55.0,,,
F13950,54.0,,,
F13951,54.0,,,
F13959,54.0,,,
F1396,54.0,,,
F1397,54.0,,,
F13980,55.0,,,
F13981,55.0,,,
F13982,55.0,,,
F13988,55.0,,,
F1399,55.0,,,
F1410,56.0,,,
F1411,56.0,,,
F14120,55.0,,,
F14121,55.0,,,
F14122,55.0,,,
F14129,55.0,,,
F1413,55.0,,,
F1414,55.0,,,
F14150,54.0,,,
F14151,54.0,,,
F14159,54.0,,,
F14180,55.0,,,
F14181,55.0,,,
F14182,55.0,,,
F14188,55.0,,,
F1419,55.0,,,
F1420,55.0,,,
F1421,55.0,,,
F14220,55.0,,,
F14221,55.0,,,
F14222,55.0,,,
F14229,55.0,,,
F1423,55.0,,,
F1424,55.0,,,
F14250,54.0,,,
F14251,54.0,,,
F14259,54.0,,,
F14280,55.0,,,
F14281,55.0,,,
F14282,55.0,,,
F14288,55.0,,,
F1429,55.0,,,
F14920,55.0,,,
F14921,55.0,,,
F14922,55.0,,,
F14929,55.0,,,
F1493,55.0,,,
F1494,55.0,,,
F14950,54.0,,,
F14951,54.0,,,
F14959,54.0,,,
F14980,55.0,,,
F14981,55.0,,,
F14982,55.0,,,
F14988,55.0,,,
F1499,55.0,,,
F1510,56.0,,,
F1511,56.0,,,
F15120,55.0,,,
F15121,55.0,,,
F15122,55.0,,,
F15129,55.0,,,
F1513,55.0,,,
F1514,55.0,,,
F15150,54.0,,,
F15151,54.0,,,
F15159,54.0,,,
F15180,55.0,,,
F15181,55.0,,,
F15182,55.0,,,
F15188,55.0,,,
F1519,55.0,,,
F1520,55.0,,,
F1521,55.0,,,
F15220,55.0,,,
F15221,55.0,,,
F15222,55.0,,,
F15229,55.0,,,
F1523,55.0,,,
F1524,55.0,,,
F15250,54.0,,,
F15251,54.0,,,
F15259,54.0,,,
F15280,55.0,,,
F15281,55.0,,,
F15282,55.0,,,
F15288,55.0,,,
F1529,55.0,,,
F15920,55.0,,,
F15921,55.0,,,
F15922,55.0,,,
F15929,55.0,,,
F1593,55.0,,,
F1594,55.0,,,
F15950,54.0,,,
F15951,54.0,,,
F15959,54.0,,,
F15980,55.0,,,
F15981,55.0,,,
F15982,55.0,,,
F15988,55.0,,,
F1599,55.0,,,
F1610,56.0,,,
F1611,56.0,,,
F16120,55.0,,,
F16121,55.0,,,
F16122,55.0,,,
F16129,55.0,,,
F1614,55.0,,,
F16150,54.0,,,
F16151,54.0,,,
F16159,54.0,,,
F16180,55.0,,,
F16183,55.0,,,
F16188,55.0,,,
F1619,55.0,,,
F1620,55.0,,,
F1621,55.0,,,
F16220,55.0,,,
F16221,55.0,,,
F16229,55.0,,,
F1624,55.0,,,
F16250,54.0,,,
F16251,54.0,,,
F16259,54.0,,,
F16280,55.0,,,
F16283,55.0,,,
F16288,55.0,,,
F1629,55.0,,,
F16920,55.0,,,
F16921,55.0,,,
F16929,55.0,,,
F1694,55.0,,,
F16950,54.0,,,
F16951,54.0,,,
F16959,54.0,,,
F16980,55.0,,,
F16983,55.0,,,
F16988,55.0,,,
F1699,55.0,,,
F1810,56.0,,,
F1811,56.0,,,
F18120,55.0,,,
F18121,55.0,,,
F18129,55.0,,,
F1814,55.0,,,
F18150,54.0,,,
F18151,54.0,,,
F18159,54.0,,,
F1817,54.0,,,
F18180,55.0,,,
F18188,55.0,,,
F1819,55.0,,,
F1820,55.0,,,
F1821,55.0,,,
F18220,55.0,,,
F18221,55.0,,,
F18229,55.0,,,
F1824,55.0,,,
F18250,54.0,,,
F18251,54.0,,,
F18259,54.0,,,
F1827,54.0,,,
F18280,55.0,,,
F18288,55.0,,,
F1829,55.0,,,
F18920,55.0,,,
F18921,55.0,,,
F18929,55.0,,,
F1894,55.0,,,
F18950,54.0,,,
F18951,54.0,,,
F18959,54.0,,,
F1897,54.0,,,
F18980,55.0,,,
F18988,55.0,,,
F1899,55.0,,,
F1910,56.0,,,
F1911,56.0,,,
F19120,55.0,,,
F19121,55.0,,,
F19122,55.0,,,
F19129,55.0,,,
F19130,55.0,,,
F19131,54.0,,,
F19132,54.0,,,
F19139,55.0,,,
F1914,55.0,,,
F19150,54.0,,,
F19151,54.0,,,
F19159,54.0,,,
F1916,54.0,,,
F1917,54.0,,,
F19180,55.0,,,
F19181,55.0,,,
F19182,55.0,,,
F19188,55.0,,,
F1919,55.0,,,
F1920,55.0,,,
F1921,55.0,,,
F19220,55.0,,,
F19221,55.0,,,
F19222,55.0,,,
F19229,55.0,,,
F19230,55.0,,,
F19231,54.0,,,
F19232,54.0,,,
F19239,55.0,,,
F1924,55.0,,,
F19250,54.0,,,
F19251,54.0,,,
F19259,54.0,,,
F1926,54.0,,,
F1927,54.0,,,
F19280,55.0,,,
F19281,55.0,,,
F19282,55.0,,,
F19288,55.0,,,
F1929,55.0,,,
F19920,55.0,,,
F19921,55.0,,,
F19922,55.0,,,
F19929,55.0,,,
F19930,55.0,,,
F19931,54.0,,,
F19932,54.0,,,
F19939,55.0,,,
F1994,55.0,,,
F19950,54.0,,,
F19951,54.0,,,
F19959,54.0,,,
F1996,54.0,,,
F1997,54.0,,,
F19980,55.0,,,
F19981,55.0,,,
F19982,55.0,,,
F19988,55.0,,,
F1999,55.0,,,
F200,57.0,,age >= 2,
F200,57.0,,age < 2,
F201,57.0,,age >= 2,
F201,57.0,,age < 2,
F202,57.0,,age >= 2,
F202,57.0,,age < 2,
F203,57.0,,age >= 2,
F203,57.0,,age < 2,
F205,57.0,,age >= 2,
F205,57.0,,age < 2,
F2081,57.0,,age >= 2,
F2081,57.0,,age < 2,
F2089,57.0,,age >= 2,
F2089,57.0,,age < 2,
F209,57.0,,age >= 2,
F209,57.0,,age < 2,
F21,60.0,,age >= 2,
F21,60.0,,age < 2,
F22,59.0,,age >= 2,
F22,59.0,,age < 2,
F23,58.0,,age >= 2,
F23,58.0,,age < 2,
F24,59.0,,age >= 2,
F24,59.0,,age < 2,
F250,57.0,,age >= 2,
F250,57.0,,age < 2,
F251,57.0,,age >= 2,
F251,57.0,,age < 2,
F258,57.0,,age >= 2,
F258,57.0,,age < 2,
F259,57.0,,age >= 2,
F259,57.0,,age < 2,
F28,58.0,,age >= 2,
F28,58.0,,age < 2,
F29,58.0,,age >= 2,
F29,58.0,,age < 2,
F3010,59.0,,age >= 2,
F3010,59.0,,age < 2,
F3011,59.0,,age >= 2,
F3011,59.0,,age < 2,
F3012,59.0,,age >= 2,
F3012,59.0,,age < 2,
F3013,59.0,,age >= 2,
F3013,59.0,,age < 2,
F302,59.0,,age >= 2,
F302,59.0,,age < 2,
F303,59.0,,age >= 2,
F303,59.0,,age < 2,
F304,59.0,,age >= 2,
F304,59.0,,age < 2,
F308,59.0,,age >= 2,
F308,59.0,,age < 2,
F309,59.0,,age >= 2,
F309,59.0,,age < 2,
F310,59.0,,age >= 2,
F310,59.0,,age < 2,
F3110,59.0,,age >= 2,
F3110,59.0,,age < 2,
F3111,59.0,,age >= 2,
F3111,59.0,,age < 2,
F3112,59.0,,age >= 2,
F3112,59.0,,age < 2,
F3113,59.0,,age >= 2,
F3113,59.0,,age < 2,
F312,59.0,,age >= 2,
F312,59.0,,age < 2,
F3130,59.0,,age >= 2,
F3130,59.0,,age < 2,
F3131,59.0,,age >= 2,
F3131,59.0,,age < 2,
F3132,59.0,,age >= 2,
F3132,59.0,,age < 2,
F314,59.0,,age >= 2,
F314,59.0,,age < 2,
F315,59.0,,age >= 2,
F315,59.0,,age < 2,
F3160,59.0,,age >= 2,
F3160,59.0,,age < 2,
F3161,59.0,,age >= 2,
F3161,59.0,,age < 2,
F3162,59.0,,age >= 2,
F3162,59.0,,age < 2,
F3163,59.0,,age >= 2,
F3163,59.0,,age < 2,
F3164,59.0,,age >= 2,
F3164,59.0,,age < 2,
F3170,59.0,,age >= 2,
F3170,59.0,,age < 2,
F3171,59.0,,age >= 2,
F3171,59.0,,age < 2,
F3172,59.0,,age >= 2,
F3172,59.0,,age < 2,
F3173,59.0,,age >= 2,
F3173,59.0,,age < 2,
F3174,59.0,,age >= 2,
F3174,59.0,,age < 2,
F3175,59.0,,age >= 2,
F3175,59.0,,age < 2,
F3176,59.0,,age >= 2,
F3176,59.0,,age < 2,
F3177,59.0,,age >= 2,
F3177,59.0,,age < 2,
F3178,59.0,,age >= 2,
F3178,59.0,,age < 2,
F3181,59.0,,age >= 2,
F3181,59.0,,age < 2,
F3189,59.0,,age >= 2,
F3189,59.0,,age < 2,
F319,59.0,,age >= 2,
F319,59.0,,age < 2,
F320,59.0,,,
F321,59.0,,,
F322,59.0,,age >= 2,
F322,59.0,,age < 2,
F323,59.0,,age >= 2,
F323,59.0,,age < 2,
F324,59.0,,,
F325,59.0,,,
F330,59.0,,,
F331,59.0,,,
F332,59.0,,age >= 2,
F332,59.0,,age < 2,
F333,59.0,,age >= 2,
F333,59.0,,age < 2,
F3340,59.0,,,
F3341,59.0,,,
F3342,59.0,,,
F338,59.0,,,
F339,59.0,,,
F3481,59.0,,6 <= age <= 18,
F3489,59.0,,,
F349,59.0,,,
F39,59.0,,,
F440,60.0,,age >= 2,
F440,60.0,,age < 2,
F441,60.0,,age >= 2,
F441,60.0,,age < 2,
F4481,60.0,,age >= 2,
F4481,60.0,,age < 2,
F481,60.0,,age >= 2,
F481,60.0,,age < 2,
F531,58.0,9 <= age <= 64,,
F600,60.0,,age >= 2,
F600,60.0,,age < 2,
F601,60.0,,age >= 2,
F601,60.0,,age < 2,
F602,60.0,,age >= 2,
F602,60.0,,age < 2,
F603,60.0,,age >= 2,
F603,60.0,,age < 2,
F604,60.0,,age >= 2,
F604,60.0,,age < 2,
F605,60.0,,age >= 2,
F605,60.0,,age < 2,
F606,60.0,,age >= 2,
F606,60.0,,age < 2,
F607,60.0,,age >= 2,
F607,60.0,,age < 2,
F6081,60.0,,age >= 2,
F6081,60.0,,age < 2,
F6089,60.0,,age >= 2,
F6089,60.0,,age < 2,
F609,60.0,,age >= 2,
F609,60.0,,age < 2,
G041,72.0,,,
G0482,72.0,,,
G0489,72.0,,,
G0491,72.0,,,
G054,72.0,,,
G10,78.0,,,
G110,72.0,,,
G1110,72.0,,,
G1111,72.0,,,
G1119,72.0,,,
G112,72.0,age >= 15,,
G113,72.0,,,
G114,72.0,,,
G115,72.0,,,
G116,72.0,,,
G118,72.0,,,
G119,72.0,,,
G120,72.0,,,
G121,72.0,,,
G1220,73.0,,,
G1221,73.0,age >= 15,,
G1222,73.0,,,
G1223,73.0,,,
G1224,73.0,,,
G1225,73.0,,,
G1229,73.0,,,
G128,72.0,,,
G129,72.0,,,
G130,75.0,,,
G131,75.0,,,
G132,52.0,,,
G138,52.0,,,
G20A1,78.0,,,
G20A2,78.0,,,
G20B1,78.0,,,
G20B2,78.0,,,
G20C,78.0,,,
G2111,78.0,,,
G2119,78.0,,,
G212,78.0,,,
G213,78.0,,,
G214,78.0,,,
G218,78.0,,,
G219,78.0,,,
G230,78.0,,,
G231,78.0,,,
G232,78.0,,,
G233,78.0,,,
G238,78.0,,,
G239,78.0,,,
G300,52.0,,,
G301,52.0,age >= 15,,
G308,52.0,,,
G309,52.0,,,
G3101,52.0,,,
G3109,52.0,,,
G311,52.0,,,
G312,52.0,,,
G3180,52.0,,,
G3181,52.0,,,
G3182,52.0,,,
G3183,52.0,,,
G3185,52.0,,,
G3186,52.0,,,
G3187,52.0,,,
G3189,52.0,,,
G319,52.0,,,
G320,72.0,,,
G3281,72.0,,,
G35,77.0,,,
G35A,77.0,,,
G35B0,77.0,,,
G35B1,77.0,,,
G35B2,77.0,,,
G35C0,77.0,,,
G35C1,77.0,,,
G35C2,77.0,,,
G35D,77.0,,,
G360,77.0,,,
G361,77.0,,,
G368,77.0,,,
G369,77.0,,,
G370,77.0,,,
G371,77.0,,,
G372,77.0,,,
G373,72.0,,,
G374,72.0,,,
G375,77.0,,,
G3781,77.0,,,
G3789,77.0,,,
G379,77.0,,,
G40001,79.0,,,
G40009,79.0,,,
G40011,79.0,,,
G40019,79.0,,,
G40101,79.0,,,
G40109,79.0,,,
G40111,79.0,,,
G40119,79.0,,,
G40201,79.0,,,
G40209,79.0,,,
G40211,79.0,,,
G40219,79.0,,,
G40301,79.0,,,
G40309,79.0,,,
G40311,79.0,,,
G40319,79.0,,,
G40401,79.0,,,
G40409,79.0,,,
G40411,79.0,,,
G40419,79.0,,,
G4042,79.0,,,
G40501,79.0,,,
G40509,79.0,,,
G40801,79.0,,,
G40802,79.0,,,
G40803,79.0,,,
G40804,79.0,,,
G40811,79.0,,,
G40812,79.0,,,
G40813,79.0,,,
G40814,79.0,,,
G40821,79.0,,,
G40822,79.0,,,
G40823,79.0,,,
G40824,79.0,,,
G40833,79.0,,,
G40834,79.0,,,
G40841,79.0,,,
G40842,79.0,,,
G40843,79.0,,,
G40844,79.0,,,
G4089,79.0,,,
G40901,79.0,,,
G40909,79.0,,,
G40911,79.0,,,
G40919,79.0,,,
G40A01,79.0,,,
G40A09,79.0,,,
G40A11,79.0,,,
G40A19,79.0,,,
G40B01,79.0,,,
G40B09,79.0,,,
G40B11,79.0,,,
G40B19,79.0,,,
G40C01,79.0,,,
G40C09,79.0,,,
G40C11,79.0,,,
G40C19,79.0,,,
G546,189.0,,,
G547,189.0,,,
G610,75.0,,,
G611,75.0,,,
G6181,75.0,,,
G6182,75.0,,,
G6189,75.0,,,
G619,75.0,,,
G620,75.0,,,
G621,75.0,,,
G622,75.0,,,
G6281,75.0,,,
G6282,75.0,,,
G63,75.0,,,
G650,75.0,,,
G651,75.0,,,
G652,75.0,,,
G7000,75.0,,,
G7001,75.0,,,
G701,75.0,,,
G702,75.0,,,
G7080,75.0,,,
G7081,75.0,,,
G7089,75.0,,,
G709,75.0,,,
G7100,76.0,,,
G7101,76.0,,,
G7102,76.0,,,
G71031,76.0,,,
G71032,76.0,,,
G71033,76.0,,,
G710340,76.0,,,
G710341,76.0,,,
G710342,76.0,,,
G710349,76.0,,,
G71035,76.0,,,
G71036,76.0,,,
G71038,76.0,,,
G71039,76.0,,,
G7109,76.0,,,
G7111,76.0,,,
G7120,76.0,,,
G7121,76.0,,,
G71220,76.0,,,
G71228,76.0,,,
G7129,76.0,,,
G731,75.0,,,
G733,75.0,,,
G800,74.0,,,
G801,74.0,,,
G802,74.0,,,
G803,74.0,,,
G804,74.0,,,
G808,74.0,,,
G809,74.0,,,
G8100,103.0,,,
G8101,103.0,,,
G8102,103.0,,,
G8103,103.0,,,
G8104,103.0,,,
G8110,103.0,,,
G8111,103.0,,,
G8112,103.0,,,
G8113,103.0,,,
G8114,103.0,,,
G8190,103.0,,,
G8191,103.0,,,
G8192,103.0,,,
G8193,103.0,,,
G8194,103.0,,,
G8220,71.0,,,
G8221,71.0,,,
G8222,71.0,,,
G8250,70.0,,,
G8251,70.0,,,
G8252,70.0,,,
G8253,70.0,,,
G8254,70.0,,,
G830,104.0,,,
G8310,104.0,,,
G8311,104.0,,,
G8312,104.0,,,
G8313,104.0,,,
G8314,104.0,,,
G8320,104.0,,,
G8321,104.0,,,
G8322,104.0,,,
G8323,104.0,,,
G8324,104.0,,,
G8330,104.0,,,
G8331,104.0,,,
G8332,104.0,,,
G8333,104.0,,,
G8334,104.0,,,
G834,72.0,,,
G835,104.0,,,
G8381,104.0,,,
G8382,104.0,,,
G8383,104.0,,,
G8384,104.0,,,
G8389,104.0,,,
G839,104.0,,,
G901,72.0,,,
G903,78.0,,,
G90B,52.0,,,
G910,51.0,,,
G911,51.0,,,
G912,51.0,,,
G913,51.0,,,
G914,51.0,,,
G918,51.0,,,
G919,51.0,,,
G931,80.0,,,
G9342,52.0,,,
G9343,52.0,,,
G9344,52.0,age >= 15,,
G9345,79.0,,,
G935,80.0,,,
G936,80.0,,,
G937,52.0,0 <= age <= 17,,
G950,72.0,,,
G9511,72.0,,,
G9519,72.0,,,
G9520,72.0,,,
G9529,72.0,,,
G9581,72.0,,,
G9589,72.0,,,
G959,72.0,,,
G992,72.0,,,
H353210,124.0,age >= 15,age >= 21,
H353210,124.0,age >= 15,age < 21,
H353211,124.0,age >= 15,age >= 21,
H353211,124.0,age >= 15,age < 21,
H353212,124.0,age >= 15,age >= 21,
H353212,124.0,age >= 15,age < 21,
H353213,124.0,age >= 15,age >= 21,
H353213,124.0,age >= 15,age < 21,
H353220,124.0,age >= 15,age >= 21,
H353220,124.0,age >= 15,age < 21,
H353221,124.0,age >= 15,age >= 21,
H353221,124.0,age >= 15,age < 21,
H353222,124.0,age >= 15,age >= 21,
H353222,124.0,age >= 15,age < 21,
H353223,124.0,age >= 15,age >= 21,
H353223,124.0,age >= 15,age < 21,
H353230,124.0,age >= 15,age >= 21,
H353230,124.0,age >= 15,age < 21,
H353231,124.0,age >= 15,age >= 21,
H353231,124.0,age >= 15,age < 21,
H353232,124.0,age >= 15,age >= 21,
H353232,124.0,age >= 15,age < 21,
H353233,124.0,age >= 15,age >= 21,
H353233,124.0,age >= 15,age < 21,
H353290,124.0,age >= 15,age >= 21,
H353290,124.0,age >= 15,age < 21,
H353291,124.0,age >= 15,age >= 21,
H353291,124.0,age >= 15,age < 21,
H353292,124.0,age >= 15,age >= 21,
H353292,124.0,age >= 15,age < 21,
H353293,124.0,age >= 15,age >= 21,
H353293,124.0,age >= 15,age < 21,
H36811,46.0,,,
H36812,46.0,,,
H36813,46.0,,,
H36819,46.0,,,
H36821,46.0,,,
H36821,122.0,,,
H36822,46.0,,,
H36822,122.0,,,
H36823,46.0,,,
H36823,122.0,,,
H36829,46.0,,,
H36829,122.0,,,
H4310,122.0,,,
H4311,122.0,,,
H4312,122.0,,,
H4313,122.0,,,
H49811,23.0,,age < 21,
H49811,23.0,,age >= 21,
H49812,23.0,,age < 21,
H49812,23.0,,age >= 21,
H49813,23.0,,age < 21,
H49813,23.0,,age >= 21,
H49819,23.0,,age < 21,
H49819,23.0,,age >= 21,
I0981,85.0,,,
I110,85.0,,,
I120,136.0,,,
I130,85.0,,,
I1311,136.0,,,
I132,85.0,,,
I132,136.0,,,
I200,87.0,,,
I201,88.0,,,
I202,88.0,,,
I2081,88.0,,,
I2089,88.0,,,
I209,88.0,,,
I2101,86.0,,,
I2102,86.0,,,
I2109,86.0,,,
I2111,86.0,,,
I2119,86.0,,,
I2121,86.0,,,
I2129,86.0,,,
I213,86.0,,,
I214,86.0,,,
I219,86.0,,,
I21A1,86.0,,,
I21A9,86.0,,,
I21B,86.0,,,
I220,86.0,,,
I221,86.0,,,
I222,86.0,,,
I228,86.0,,,
I229,86.0,,,
I230,87.0,age >= 15,,
I231,87.0,age >= 15,,
I232,87.0,age >= 15,,
I233,87.0,age >= 15,,
I234,86.0,,,
I235,86.0,,,
I236,87.0,age >= 15,,
I237,87.0,age >= 15,,
I238,87.0,age >= 15,,
I240,87.0,,,
I241,87.0,,,
I2481,87.0,,,
I2489,87.0,,,
I249,87.0,,,
I25110,87.0,age >= 15,,
I25111,88.0,age >= 15,,
I25112,88.0,age >= 15,,
I25118,88.0,age >= 15,,
I25119,88.0,age >= 15,,
I25700,87.0,age >= 15,,
I25701,88.0,age >= 15,,
I25702,88.0,age >= 15,,
I25708,88.0,age >= 15,,
I25709,88.0,age >= 15,,
I25710,87.0,age >= 15,,
I25711,88.0,age >= 15,,
I25712,88.0,age >= 15,,
I25718,88.0,age >= 15,,
I25719,88.0,age >= 15,,
I25720,87.0,age >= 15,,
I25721,88.0,age >= 15,,
I25722,88.0,age >= 15,,
I25728,88.0,age >= 15,,
I25729,88.0,age >= 15,,
I25730,87.0,age >= 15,,
I25731,88.0,age >= 15,,
I25732,88.0,age >= 15,,
I25738,88.0,age >= 15,,
I25739,88.0,age >= 15,,
I25750,87.0,,,
I25751,88.0,,,
I25752,88.0,age >= 15,,
I25758,88.0,,,
I25759,88.0,,,
I25760,87.0,age >= 15,,
I25761,88.0,age >= 15,,
I25762,88.0,age >= 15,,
I25768,88.0,age >= 15,,
I25769,88.0,age >= 15,,
I25790,87.0,age >= 15,,
I25791,88.0,age >= 15,,
I25792,88.0,age >= 15,,
I25798,88.0,age >= 15,,
I25799,88.0,age >= 15,,
I2601,85.0,,,
I2601,107.0,,,
I2602,85.0,,,
I2602,107.0,,,
I2603,85.0,,,
I2603,107.0,,,
I2604,85.0,,,
I2604,107.0,,,
I2609,85.0,,,
I2609,107.0,,,
I2690,107.0,,,
I2692,107.0,,,
I2693,107.0,,,
I2694,107.0,,,
I2695,107.0,,,
I2696,107.0,,,
I2699,107.0,,,
I270,85.0,,,
I271,85.0,,,
I2720,85.0,,,
I2721,85.0,,,
I2722,85.0,,,
I2723,85.0,,,
I2724,85.0,,,
I2729,85.0,,,
I2781,85.0,,,
I2782,107.0,,,
I2783,85.0,,,
I2789,85.0,,,
I279,85.0,,,
I280,85.0,,,
I281,85.0,,,
I288,85.0,,,
I289,85.0,,,
I420,85.0,,,
I421,85.0,,,
I422,85.0,,,
I423,85.0,,,
I424,85.0,,,
I425,85.0,,,
I426,85.0,,,
I427,85.0,,,
I428,85.0,,,
I429,85.0,,,
I43,85.0,,,
I442,96.0,,,
I462,84.0,,,
I468,84.0,,,
I469,84.0,,,
I470,96.0,,,
I4710,96.0,,,
I4711,96.0,,,
I4719,96.0,,,
I4720,96.0,,,
I4721,96.0,,,
I4729,96.0,,,
I479,96.0,,,
I480,96.0,,,
I4811,96.0,,,
I4819,96.0,,,
I4820,96.0,,,
I4821,96.0,,,
I483,96.0,,,
I484,96.0,,,
I4891,96.0,,,
I4892,96.0,,,
I4901,84.0,,,
I4902,84.0,,,
I492,96.0,,,
I495,96.0,,,
I501,85.0,,,
I5020,85.0,,,
I5021,85.0,,,
I5022,85.0,,,
I5023,85.0,,,
I5030,85.0,,,
I5031,85.0,,,
I5032,85.0,,,
I5033,85.0,,,
I5040,85.0,,,
I5041,85.0,,,
I5042,85.0,,,
I5043,85.0,,,
I50810,85.0,,,
I50811,85.0,,,
I50812,85.0,,,
I50813,85.0,,,
I50814,85.0,,,
I5082,85.0,,,
I5083,85.0,,,
I5084,85.0,,,
I5089,85.0,,,
I509,85.0,,,
I511,86.0,,,
I512,86.0,,,
I514,85.0,,,
I515,85.0,,,
I6000,99.0,,,
I6001,99.0,,,
I6002,99.0,,,
I6010,99.0,,,
I6011,99.0,,,
I6012,99.0,,,
I602,99.0,,,
I6030,99.0,,,
I6031,99.0,,,
I6032,99.0,,,
I604,99.0,,,
I6050,99.0,,,
I6051,99.0,,,
I6052,99.0,,,
I606,99.0,,,
I607,99.0,,,
I608,99.0,,,
I609,99.0,,,
I610,99.0,,,
I611,99.0,,,
I612,99.0,,,
I613,99.0,,,
I614,99.0,,,
I615,99.0,,,
I616,99.0,,,
I618,99.0,,,
I619,99.0,,,
I6200,99.0,,,
I6201,99.0,,,
I6202,99.0,,,
I6203,99.0,,,
I621,99.0,,,
I629,99.0,,,
I6300,100.0,,,
I63011,100.0,,,
I63012,100.0,,,
I63013,100.0,,,
I63019,100.0,,,
I6302,100.0,,,
I63031,100.0,,,
I63032,100.0,,,
I63033,100.0,,,
I63039,100.0,,,
I6309,100.0,,,
I6310,100.0,,,
I63111,100.0,,,
I63112,100.0,,,
I63113,100.0,,,
I63119,100.0,,,
I6312,100.0,,,
I63131,100.0,,,
I63132,100.0,,,
I63133,100.0,,,
I63139,100.0,,,
I6319,100.0,,,
I6320,100.0,,,
I63211,100.0,,,
I63212,100.0,,,
I63213,100.0,,,
I63219,100.0,,,
I6322,100.0,,,
I63231,100.0,,,
I63232,100.0,,,
I63233,100.0,,,
I63239,100.0,,,
I6329,100.0,,,
I6330,100.0,,,
I63311,100.0,,,
I63312,100.0,,,
I63313,100.0,,,
I63319,100.0,,,
I63321,100.0,,,
I63322,100.0,,,
I63323,100.0,,,
I63329,100.0,,,
I63331,100.0,,,
I63332,100.0,,,
I63333,100.0,,,
I63339,100.0,,,
I63341,100.0,,,
I63342,100.0,,,
I63343,100.0,,,
I63349,100.0,,,
I6339,100.0,,,
I6340,100.0,,,
I63411,100.0,,,
I63412,100.0,,,
I63413,100.0,,,
I63419,100.0,,,
I63421,100.0,,,
I63422,100.0,,,
I63423,100.0,,,
I63429,100.0,,,
I63431,100.0,,,
I63432,100.0,,,
I63433,100.0,,,
I63439,100.0,,,
I63441,100.0,,,
I63442,100.0,,,
I63443,100.0,,,
I63449,100.0,,,
I6349,100.0,,,
I6350,100.0,,,
I63511,100.0,,,
I63512,100.0,,,
I63513,100.0,,,
I63519,100.0,,,
I63521,100.0,,,
I63522,100.0,,,
I63523,100.0,,,
I63529,100.0,,,
I63531,100.0,,,
I63532,100.0,,,
I63533,100.0,,,
I63539,100.0,,,
I63541,100.0,,,
I63542,100.0,,,
I63543,100.0,,,
I63549,100.0,,,
I6359,100.0,,,
I636,100.0,,,
I6381,100.0,,,
I6389,100.0,,,
I639,100.0,,,
I670,107.0,,,
I673,52.0,,,
I69031,104.0,,,
I69032,104.0,,,
I69033,104.0,,,
I69034,104.0,,,
I69039,104.0,,,
I69041,104.0,,,
I69042,104.0,,,
I69043,104.0,,,
I69044,104.0,,,
I69049,104.0,,,
I69051,103.0,,,
I69052,103.0,,,
I69053,103.0,,,
I69054,103.0,,,
I69059,103.0,,,
I69061,104.0,,,
I69062,104.0,,,
I69063,104.0,,,
I69064,104.0,,,
I69065,104.0,,,
I69069,104.0,,,
I69131,104.0,,,
I69132,104.0,,,
I69133,104.0,,,
I69134,104.0,,,
I69139,104.0,,,
I69141,104.0,,,
I69142,104.0,,,
I69143,104.0,,,
I69144,104.0,,,
I69149,104.0,,,
I69151,103.0,,,
I69152,103.0,,,
I69153,103.0,,,
I69154,103.0,,,
I69159,103.0,,,
I69161,104.0,,,
I69162,104.0,,,
I69163,104.0,,,
I69164,104.0,,,
I69165,104.0,,,
I69169,104.0,,,
I69231,104.0,,,
I69232,104.0,,,
I69233,104.0,,,
I69234,104.0,,,
I69239,104.0,,,
I69241,104.0,,,
I69242,104.0,,,
I69243,104.0,,,
I69244,104.0,,,
I69249,104.0,,,
I69251,103.0,,,
I69252,103.0,,,
I69253,103.0,,,
I69254,103.0,,,
I69259,103.0,,,
I69261,104.0,,,
I69262,104.0,,,
I69263,104.0,,,
I69264,104.0,,,
I69265,104.0,,,
I69269,104.0,,,
I69331,104.0,,,
I69332,104.0,,,
I69333,104.0,,,
I69334,104.0,,,
I69339,104.0,,,
I69341,104.0,,,
I69342,104.0,,,
I69343,104.0,,,
I69344,104.0,,,
I69349,104.0,,,
I69351,103.0,,,
I69352,103.0,,,
I69353,103.0,,,
I69354,103.0,,,
