,,,,,,,,MSAG  Services,,,,,,,Fund Code,FSX0,SSX0,SBTP,FMDC,FDUA,SMDC,SDUA,SUNI,SGMB,SCFD,SEMR,FXAO,FMCO,FSX0,SSX0,SBTP,FMDC,FDUA,SMDC,SDUA,SUNI,SGMB,SCFD,SEMR,FXAO,FMCO,,,,
Hosp OP Behavioral Health Treatments/ Services - General Classification,SUD,,,0900,,,,,,,,Hosp OP Behavioral Health Treatments/Services - General Classification,MH/SUD,,22,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,N/C,N/C,N/C,Yes,No,Yes,N/C,N/C,N/C,N/C,N/C,N/C,Yes,Carelon BH,X,,
Urgent Care,SD4,,,0456,,,,,,,,Urgent Care,SUD,,"22, 99",No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,N/C,N/C,N/C,No,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Not required,X,,
Buprenorphine,SUD,,,H0047,,,,,,,,"Buprenorphine - Induction, Ongoing, Medication",SUD,,"11, 31, 32, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,,,X, 
,SUD,,,H0047,GT,,,,,,,"Buprenorphine - Induction, Ongoing, Medication - Telehealth",SUD,,"11, 31, 32, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,,,X,
,SUD,,,H0047,SC,,,,,,,"Buprenorphine - Induction, Ongoing, Medication",SUD,,"11, 31, 32, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,,,X,
,SUD,,,H0047,SC,GT,,,,,,"Buprenorphine - Induction, Ongoing, Medication - Telehealth",SUD,,"11, 31, 32, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,,,X,
,SD8,,,J0574,,,,,,,,Buprenorphine: Film (8mg),SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0571,,,,,,,,Subutex 8 mg,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0571,51,,,,,,,Subutex 2 mg,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0572,51,,,,,,,ZUBSOLV 1.4-0.36 MG Tablet,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0572,,,,,,,,ZUBSOLV 2.9-0.71 MG Tablet,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0572,HF,,,,,,,Bunavail 2.1 - 0.3 mg film,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0572,HG,,,,,,,Bunavail 2.1 - 0.3 mg film,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0572,SC,,,,,,,Buprenorphine film (suboxone) 2mg,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0573,,,,,,,,SUBSOLV 5.7-1.4 MG Tablet,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0573,51,,,,,,,Bunavail 4.2 - 0.7 mg film,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0573,SC,,,,,,,Bunavail 4.2 - 0.7 mg film,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0574,51,,,,,,,Bunavail 6.3 - 1.0 mg film,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0574,SC,,,,,,,Bunavail 6.3 - 1.0 mg film,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,Q9991,,,,,,,,Buprenorphine extended-release injection (Sublocade) Less than or equal to 100 mg,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,Q9992,,,,,,,,Buprenorphine extended-release injection (Sublocade) Greater than 100 mg,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0577,,,,,,,,"Injection, buprenorphine extended-release (Brixadi), less than or equal to 7 days of therapy",SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD8,,,J0578,,,,,,,,"Injection, buprenorphine extended-release (Brixadi), greater than 7 days and up to 28 days of therapy",SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD7,,,H0016,,,,,,,,"Buprenorphine - Induction, Ongoing, Medication",SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD7,,,H0016,GT,,,,,,,"Buprenorphine - Induction, Ongoing, Medication - Telehealth",SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SD7,,,H0016,UB,,,,,,,"Buprenorphine - Induction, Ongoing, Medication",SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
Vivitrol,VIV,,,J2315,,,,,,,,Vivitrol,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
Case Management Services,CM1,,,H0031,,,,,,,,Case Management Assessment,MH,,"11, 12, 15, 52",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,CM1,,,H0031,GT,,,,,,,Case Management Assessment - Telehealth,MH,,"11, 12, 15, 52",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,CM1,,,H0031,UB,,,,,,,Case Management Assessment,MH,,"11, 12, 15, 52",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,CM2,,,T1016,,,,,,,,Case Management - Daily  ,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,CM2,,,T1016,GT,,,,,,,Case Management - Daily - Telehealth,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,CM2,,,T1016,UB,,,,,,,Case Management - Daily,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,CM3,,,T1016,HW,,,,,,,Transitional Case Management,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,N/C,N/C,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,CM4,,,T1017,,,,,,,,Targeted Case Management - Child,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,CM4,,,T1017,GT,,,,,,,Targeted Case Management - Child - Telehealth,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,CM4,,,T1017,UB,,,,,,,Targeted Case Management - Child,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,CM5,, ,T1017,HA,,,,,,,Targeted Case Management - Child,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,TM3,,,T1017,L1,,,,,,,Targeted Case Management - Child- face 2 face,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TM3,,,T1017,L1,GT,,,,,,Targeted Case Management - Child - Telehealth - audio and video (counts as face 2 face),MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TM3,,,T1017,L1,UB,,,,,,Targeted Case Management - Child - audio only,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TM4,,,T1017,L2,,,,,,,Targeted Case Management - Child- face 2 face,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TM4,,,T1017,L2,GT,,,,,,Targeted Case Management - Child - Telehealth - audio and video (counts as face 2 face),MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TM4,,,T1017,L2,UB,,,,,,Targeted Case Management - Child - audio only,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TM5,,,T1017,L3,,,,,,,Targeted Case Management - Child- face 2 face,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TM5,,,T1017,L3,GT,,,,,,Targeted Case Management - Child - Telehealth - audio and video (counts as face 2 face),MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TM5,,,T1017,L3,UB,,,,,,Targeted Case Management - Child - audio only,MH,,"11, 12, 15, 21, 22, 51, 52, 53, 56, 99",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
Therapeutic Behavioral Services,TBS,,,96156,,,,,,,,Health Behavior Assessment or Re-Assessment Non Timed,MH/AUT,,12,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,,,X,
,TBS,,,96156,GT,,,,,,,Health Behavior Assessment or Re-Assessment Non Timed - Telehealth,MH/AUT,,12,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,,,X,
,TBS,,,96156,UB,,,,,,,Health Behavior Assessment or Re-Assessment Non Timed,MH/AUT,,12,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,,,X,
,TBS,,,96158,,,,,,,,"Health Behavior Intervention, Individual, Face to Face, Initial 30 Minutes",MH/AUT,,12,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,,,X,
,TBS,,,96158,GT,,,,,,,"Health Behavior Intervention, Individual, Face to Face, Initial 30 Minutes - Telehealth",MH/AUT,,12,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,,,X,
,TBS,,,96158,UB,,,,,,,"Health Behavior Intervention, Individual, Face to Face, Initial 30 Minutes",MH/AUT,,12,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,,,X,
,TBS,,,96159,,,,,,,,"Health Behavior Intervention, Individual, Face to Face, Each Additional 30 Minutes",MH/AUT,,12,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,,,X,
,TBS,,,96159,GT,,,,,,,"Health Behavior Intervention, Individual, Face to Face, Each Additional 30 Minutes - Telehealth",MH/AUT,,12,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,,,X,
,TBS,,,96159,UB,,,,,,,"Health Behavior Intervention, Individual, Face to Face, Each Additional 30 Minutes",MH/AUT,,12,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,,,X,
"Occupational Therapy Services Inpatient 

Covered for ages 0-20",OCT,,,97530,,,,,,,,"Therapeutic Activities, one on one patient contact, each 15 minutes",MH,,"21, 52
(POS 21 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required. Check for facility auth on file (YD hold code).,,X,
,OCT,,,97535,,,,,,,,"Self Care/Home Management Training, each 15 min.",MH,,"21, 52
(POS 21 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required. Check for facility auth on file (YD hold code).,,X,
,OCT,,,97537,,,,,,,,"Community/Work Reintegration Training, each 15 min.",MH,,"21, 52
(POS 21 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required. Check for facility auth on file (YD hold code).,,X,
"Occupational Therapy Services Outpatient 

Covered for ages 0-20
",OCT,,,97530,,,,,,,,"Therapeutic Activities, one on one patient contact, each 15 minutes",MH,,"11, 15",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,OCT,,,97535,,,,,,,,"Self Care/Home Management Training, each 15 min.",MH,,"11, 15",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,OCT,,,97537,,,,,,,,"Community/Work Reintegration Training, each 15 min.",MH,,"11, 15",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
Health Homes ,HHH,01/01/25,,W1760,,,,,,,,"Intake assessment/enrollment: must include the following: demographic information and identifiers, conditions qualifying participants for the Health Home, additional chronic conditions or risk factors, as applicable, baseline health indicators, and social indicators.",MH/SUD,,"11, 15, 49, 52",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,HHH,01/01/25,,W1761,,,,,,,,"Monthly services: Reimbursement contingent on provider performing at least two service encounters per month from the following 6 core areas: Comprehensive Care Management, Comprehensive Transitional Care, Care Coordination, Individual and Family Support, Health Promotion, Referral to Community and Social Support",MH/SUD,,"11, 15, 49, 52",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,HH1,01/01/25,,W1762,H1,,,,,,,Service Encounter - Comprehensive Care Management ,MH/SUD,,"11, 15, 49, 52",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,HH1,01/01/25,,W1762,H2,,,,,,,Service Encounter - Care Coordination,MH/SUD,,"11, 15, 49, 52",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,HH1,01/01/25,,W1762,H3,,,,,,,Service Encounter - Health Promotion,MH/SUD,,"11, 15, 49, 52",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,HH1,01/01/25,,W1762,H4,,,,,,,Service Encounter - Comprehensive Transitional Care,MH/SUD,,"11, 15, 49, 52",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,HH1,01/01/25,,W1762,H5,,,,,,,Service Encounter - Individual and Family Support,MH/SUD,,"11, 15, 49, 52",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,HH1,01/01/25,,W1762,H6,,,,,,,Service Encounter - Referral to Community and Social Support,MH/SUD,,"11, 15, 49, 52",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Not required,,X,
Rehabilitation Services,PRP,,,H0002,,,,,,,,Behavioral Health Screening PRP Assessment,MH,,"11, 15, 52",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,PRP,,,H0002,GT,,,,,,,Behavioral Health Screening PRP Assessment - Telehealth,MH,,"11, 15, 52",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,PRP,,,H0002,UB,,,,,,,Behavioral Health Screening PRP Assessment,MH,,"11, 15, 52",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,PR1,,,H2018,U2,,,,,,,"Any Combination of On-Site or Off-Site services for Community PRP client, not living independently (minimum 3 encounters)","MH
(F99 excluded)",,49,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,PR1,,,H2018,U2,,,,,,,"On-Site services for community PRP Client, not living independently (minimum 2 encounters)","MH
(F99 excluded)",,52,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,PR1,,,H2018,U2,,,,,,,"Off-Site services for community PRP Client, not living independently (minimum 2 encounters)","MH
(F99 excluded)",,15,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,PR1,,,H2018,U2,GT,,,,,,"Any Combination of On-Site or Off-Site services for Community PRP client, not living independently (minimum 3 encounters)","MH
(F99 excluded)",,49,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,PR1,,,H2018,U2,GT,,,,,,"On-Site services for community PRP Client, not living independently (minimum 2 encounters)","MH
(F99 excluded)",,52,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,PR1,,,H2018,U2,GT,,,,,,"Off-Site services for community PRP Client, not living independently (minimum 2 encounters)","MH
(F99 excluded)",,15,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,PR1,,,H2018,U2,UB,,,,,,"Any Combination of On-Site or Off-Site services for Community PRP client, not living independently (minimum 3 encounters)","MH
(F99 excluded)",,49,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,PR1,,,H2018,U2,UB,,,,,,"On-Site services for community PRP Client, not living independently (minimum 2 encounters)","MH
(F99 excluded)",,52,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,PR1,,,H2018,U2,UB,,,,,,"Off-Site services for community PRP Client, not living independently (minimum 2 encounters)","MH
(F99 excluded)",,15,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,PR2,,,H2018,U3,,,,,,,"Any Combination of On or Off-Site services for Supported Living Client, living independently (Minimum 6 encounters)","MH
(F99 excluded)",,49,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,PR2,,,H2018,U3,,,,,,,"Any Combination of On-Site services for Supported Living Client, living independently (Minimum 3 encounters)","MH
(F99 excluded)",,52,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,PR2,,,H2018,U3,,,,,,,"Any Combination of Off-Site services for Supported Living Client, living independently (Minimum 5 encounters)","MH
(F99 excluded)",,15,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,PR2,,,H2018,U3,GT,,,,,,"Any Combination of On or Off-Site services for Supported Living Client, living independently (Minimum 6 encounters)","MH
(F99 excluded)",,49,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
