,,,,,,,,MSAG  Services,,,,,,,Fund Code,FSX0,SSX0,SBTP,FMDC,FDUA,SMDC,SDUA,SUNI,SGMB,SCFD,SEMR,FXAO,FMCO,FSX0,SSX0,SBTP,FMDC,FDUA,SMDC,SDUA,SUNI,SGMB,SCFD,SEMR,FXAO,FMCO,,,,
,TIN,,,90837,UB,,,,,,,Individual Psychotherapy (60 Minutes),MH/SUD/GAM,,"03, 11, 12, 21, 22, 31, 32, 51, 53
(POS 21/51 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 & 51 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90846,,,,,,,,Family Psychotherapy without Patient Present,MH/SUD/GAM,,"03, 11, 12, 21, 22, 51, 53
(POS 21/51 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 & 51 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90846,GT,,,,,,,Family Psychotherapy without Patient Present - Video Interactive and Video Audio Telecommunications Systems,MH/SUD/GAM,,"03, 11, 12, 21, 22, 51, 53
(POS 21/51 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 & 51 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90846,UB,,,,,,,Family Psychotherapy without Patient Present,MH/SUD/GAM,,"03, 11, 12, 21, 22, 51, 53
(POS 21/51 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 & 51 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,0914,,,,,,,,Psychiatric/Psychological Services - Individual,MH/SUD,,"11, 12, 22",No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,X,,
,TIN,,,0915,,,,,,,,Psychiatric/Psychological Services - Individual,MH/SUD,,"11, 12, 22",No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,X,,
,TIN,,,0916,,,,,,,,Psychiatric/Psychological Services - Individual,MH/SUD,,"11, 12, 22",No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,X,,
,TIN,,,0917,,,,,,,,Biofeedback,MH/SUD,,"11, 12, 22",No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,X,,
,TIN,,,0510,,,,,,,,Clinic - General,MH/SUD,,"11, 12, 22",No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,X,,
,TIN,,,0513,,,,,,,,Psychiatric Clinic,MH/SUD,,"11, 12, 22",No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,X,,
,TIN,,,0919,,,,,,,,OP Behavioral Health Other,MH/SUD,,"11, 12, 22",No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,X,,
,TIN,,,0929,,,,,,,,Hospital Based Outpatient Discharge,MH/SUD,,"11, 12, 22",No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,X,,
,TIN,,,90847,,,,,,,,Family Psychotherapy with Patient Present,MH/SUD/GAM,,"03, 11, 12, 21, 22, 51, 53
(POS 21/51 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 & 51 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90847,GT,,,,,,,Family Psychotherapy with Patient Present - Video Interactive and Video Audio Telecommunications Systems,MH/SUD/GAM,,"03, 11, 12, 21, 22, 51, 53
(POS 21/51 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 & 51 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90847,UB,,,,,,,Family Psychotherapy with Patient Present,MH/SUD/GAM,,"03, 11, 12, 21, 22, 51, 53
(POS 21/51 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 & 51 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90847,52,,,,,,,Family Psychotherapy with Patient Present - Abbreviated services,MH/SUD/GAM,,"03, 11, 12, 21, 22, 51, 53
(POS 21/51 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 & 51 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90847,52,UB,,,,,,Family Psychotherapy with Patient Present - Abbreviated services,MH/SUD/GAM,,"03, 11, 12, 21, 22, 51, 53
(POS 21/51 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 & 51 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90847,52,GT,,,,,,Family Psychotherapy with Patient Present - Abbreviated services - Video Interactive and Video Audio Telecommunications Systems,MH/SUD/GAM,,"03, 11, 12, 21, 22, 51, 53
(POS 21/51 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 & 51 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90849,,,,,,,,Multiple Family Group,MH/SUD/GAM,,"03, 11, 12, 21, 22, 51, 53
(POS 21/51 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 & 51 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90849,52,,,,,,,Multiple Family Group - Abbreviated services,MH/SUD/GAM,,"03, 11, 12, 21, 22, 51, 53
(POS 21/51 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 & 51 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90853,,,,,,,,Group Psychotherapy,MH/SUD/GAM,,"03, 11, 12, 21, 22, 53
(POS 21 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90853,GT,,,,,,,Group Psychotherapy - Telehealth,MH/SUD/GAM,,"03, 11, 12, 21, 22, 53
(POS 21 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90853,21,,,,,,,Group Psychotherapy - Extended,MH/SUD/GAM,,"03, 11, 12, 21, 22, 53
(POS 21 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90853,21,GT,,,,,,Group Psychotherapy - Extended Telehealth,MH/SUD/GAM,,"03, 11, 12, 21, 22, 53
(POS 21 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,No,Yes,No,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90875,,,,,,,,Individual psychotherapy w/ Biofeedback,MH/SUD/GAM,,"03, 11, 12, 21, 22, 53
(POS 21 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,TIN,,,90876,,,,,,,,Individual Psychotherapy w/ biofeedback,MH/SUD/GAM,,"03, 11, 12, 21, 22, 53
(POS 21 not cov'd for SUNI fund)",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,"Carelon BH
For POS 21 only:  Check for facility auth on file (YD hold code). See Additional Info tab.",,X,
,DIS,,,90889,,,,,,,,Outpatient Discharge,MH/SUD,,"03, 11, 12, 21, 22, 53
(POS 21 not cov'd for SUNI fund)",No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,N/C,N/C,No,No,No,N/C,N/C,N/C,N/C,No,Not required,,X,
,TIN,,,T1015,,,,,,,,FQHC clinic visit/encounter (all inclusive),MH,,"03, 11, 50",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,TIN,,,T1015,GT,,,,,,,FQHC clinic visit/encounter (all inclusive) - Telehealth,MH,,"03, 11, 50",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,TIN,,,T1015,UB,,,,,,,FQHC clinic visit/encounter (all inclusive),MH,,"03, 11, 50",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,TIN,,,T1015,HE,,,,,,,FQHC clinic visit/encounter (all inclusive) - MH Program,MH,,"03, 11, 50",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,TIN,,,T1015,HE,GT,,,,,,FQHC clinic visit/encounter (all inclusive) - MH Program,MH,,"03, 11, 50",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,TIN,,,T1015,HE,UB,,,,,,FQHC clinic visit/encounter (all inclusive) - MH Program,MH,,"03, 11, 50",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,TIN,,,H0016,SC,,,,,,,FQHCs - Alcohol and/or drug services,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TIN,,,H0016,SC,GT,,,,,,FQHCs - Alcohol and/or drug services,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TIN,,,H0016,SC,UB,,,,,,FQHCs - Alcohol and/or drug services,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,SU1,,,H0001,SC,,,,,,,FQHCs - Alcohol and/or drug assessment,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SU1,,,H0001,SC,GT,,,,,,FQHCs - Alcohol and/or drug assessment - Video Interactive and Video Audio Telecommunications Systems,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,SU1,,,H0001,SC,UB,,,,,,FQHCs - Alcohol and/or drug assessment,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,N/C,N/C,N/C,No,No,No,No,No,N/C,N/C,N/C,N/C,N/C,Not required,,X,
,TIN,,,H0015,SC,,,,,,,FQHCs - Alcohol and/or drug; Intensive OP including assessment,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TIN,,,H0015,SC,GT,,,,,,FQHCs - Alcohol and/or drug; Intensive OP including assessment,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TIN,,,H0015,SC,UB,,,,,,FQHCs - Alcohol and/or drug; Intensive OP including assessment,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TIN,,,H0004,SC,,,,,,,FQHCs - Behavior Health Counseling and Therapy,SUD,,"11, 31, 32, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TIN,,,H0004,SC,GT,,,,,,FQHCs - Behavior Health Counseling and Therapy - Video Interactive and Video Audio Telecommunications Systems,SUD,,"11, 31, 32, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TIN,,,H0004,SC,UB,,,,,,FQHCs - Behavior Health Counseling and Therapy,SUD,,"11, 31, 32, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TIN,,,H0005,SC,,,,,,,FQHCS - Alcohol and/or Drug - Group Counseling,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TIN,,,H0005,SC,UB,,,,,,FQHCS - Alcohol and/or Drug - Group Counseling,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TIN,,,H0005,SC,GT,,,,,,FQHCS - Alcohol and/or Drug - Group Counseling,SUD,,"11, 50, 57, 71, 72",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,Yes,Yes,Yes,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
School Based Services,SB1,,,90791,AJ,,,,,,,Psychiatric Diagnostic Interview,MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Not Required,,X,
,SB1,,,90791,AH,,,,,,,Psychiatric Diagnostic Interview,MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Not Required,,X,
,SB1,,,90791,AJ,GT,,,,,,Psychiatric Diagnostic Interview,MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Not Required,,X,
,SB1,,,90791,AH,GT,,,,,,Psychiatric Diagnostic Interview,MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Not Required,,X,
,SBS,,,90832,AJ,,,,,,,"Individual psychotherapy
20-30 min",MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90832,AH,,,,,,,"Individual psychotherapy
20-30 min",MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90832,AJ,GT,,,,,,"Individual psychotherapy
20-30 min",MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90832,AH,GT,,,,,,"Individual psychotherapy
20-30 min",MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90834,AJ,,,,,,,"Individual psychotherapy
45-50 min",MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90834,AH,,,,,,,"Individual psychotherapy
45-50 min",MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90834,AJ,GT,,,,,,"Individual psychotherapy
45-50 min",MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90834,AH,GT,,,,,,"Individual psychotherapy
45-50 min",MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90847,AJ,,,,,,,Family psychotherapy 45-60 minutes,MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90847,AH,,,,,,,Family psychotherapy 45-60 minutes,MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90847,AJ,GT,,,,,,Family psychotherapy 45-60 minutes,MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90847,AH,GT,,,,,,Family psychotherapy 45-60 minutes,MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90853,AJ,,,,,,,Group psychotherapy,MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90853,AH,,,,,,,Group psychotherapy,MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90853,AJ,GT,,,,,,Group psychotherapy,MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
,SBS,,,90853,AH,GT,,,,,,Group psychotherapy,MH/SUD,,03,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,N/C,N/C,N/C,Yes,Yes,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Carelon BH,,X,
Gambling,GAM,,,GAMDC,,,,,,,,Gambling discharge,GAM,,"11, 12, 22, 53",No,No,No,No,No,No,No,No,Yes,No,No,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Yes,N/C,N/C,N/C,N/C,Carelon BH,,X,
,GAM,,,GAMDC,GT,,,,,,,Gambling discharge,GAM,,"11, 12, 22, 53",No,No,No,No,No,No,No,No,Yes,No,No,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Yes,N/C,N/C,N/C,N/C,Carelon BH,,X,
,GAM,,,GAMDC,UB,,,,,,,Gambling discharge,GAM,,"11, 12, 22, 53",No,No,No,No,No,No,No,No,Yes,No,No,No,No,N/C,N/C,N/C,N/C,N/C,N/C,N/C,N/C,Yes,N/C,N/C,N/C,N/C,Carelon BH,,X,
Transcranial Magnetic Stimulation (TMS),TMS,,,90867,,,,,,,,Therapeutic Repetitive Transcranial Magnetic Stimulation - planning,MH,,"11, 22",No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,No,Yes,N/C,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TMS,,,90868,,,,,,,,Therapeutic Repetitive Transcranial Magnetic Stimulation - Delivery and management per session,MH,,"11, 22",No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,No,Yes,N/C,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TMS,,,90869,,,,,,,,Therapeutic Repetitive Transcranial Magnetic Stimulation - Subsequent motor threshold re-determination w/delivery and management,MH,,"11, 22",No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,No,Yes,N/C,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TMS,,,99202,25,,,,,,,New patient/expanded examination - separate identifiable E/M service by same physician,MH,,"11, 22",No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,No,Yes,N/C,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TMS,,,99202,25,GT,,,,,,New patient/expanded examination - separate identifiable E/M service by same physician - Telehealth,MH,,"11, 22",No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,No,Yes,N/C,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TMS,,,99203,25,,,,,,,Office or other outpatient visit for the evaluation and management of a new patient - separate identifiable E/M service by same physician,MH,,"11, 22",No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,No,Yes,N/C,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TMS,,,99203,25,GT,,,,,,Office or other outpatient visit for the evaluation and management of a new patient - separate identifiable E/M service by same physician - Telehealth,MH,,"11, 22",No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,No,Yes,N/C,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TMS,,,99204,25,,,,,,,New Patient/comprehensive exam - separate identifiable E/M service by same physician,MH,,"11, 22",No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,No,Yes,N/C,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TMS,,,99204,25,GT,,,,,,New Patient/comprehensive exam - separate identifiable E/M service by same physician - Telehealth,MH,,"11, 22",No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,No,Yes,N/C,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TMS,,,99205,25,,,,,,,New Patient/complex exam - separate identifiable E/M service by same physician,MH,,"11, 22",No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,No,Yes,N/C,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
,TMS,,,99205,25,GT,,,,,,New Patient/complex exam - separate identifiable E/M service by same physician - Telehealth,MH,,"11, 22",No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,N/C,N/C,N/C,Yes,No,Yes,N/C,Yes,N/C,N/C,N/C,N/C,Yes,Carelon BH,,X,
