ICD10,CC,MCE_AGE_CONDITION,AGE_EDIT_CONDITION,SEX_EDIT_CONDITION
C91Z2,22.0,,,
C9200,17.0,,,
C9201,17.0,,,
C9202,17.0,,,
C9210,22.0,,,
C9211,22.0,,,
C9212,22.0,,,
C9220,20.0,,,
C9221,20.0,,,
C9222,20.0,,,
C9230,17.0,,,
C9231,17.0,,,
C9232,17.0,,,
C9240,22.0,,,
C9241,22.0,,,
C9242,22.0,,,
C9250,17.0,,,
C9251,17.0,,,
C9252,17.0,,,
C9260,17.0,,,
C9261,17.0,,,
C9262,17.0,,,
C9290,20.0,,,
C9291,20.0,,,
C9292,20.0,,,
C92A0,17.0,,,
C92A1,17.0,,,
C92A2,17.0,,,
C92Z0,20.0,,,
C92Z1,20.0,,,
C92Z2,20.0,,,
C9300,17.0,,,
C9301,17.0,,,
C9302,17.0,,,
C9310,20.0,,,
C9311,20.0,,,
C9312,20.0,,,
C9330,20.0,0 <= age <= 17,,
C9331,20.0,0 <= age <= 17,,
C9332,20.0,0 <= age <= 17,,
C9390,20.0,,,
C9391,20.0,,,
C9392,20.0,,,
C93Z0,20.0,,,
C93Z1,20.0,,,
C93Z2,20.0,,,
C9400,17.0,,,
C9401,17.0,,,
C9402,17.0,,,
C9420,17.0,,,
C9421,17.0,,,
C9422,17.0,,,
C9430,20.0,,,
C9431,20.0,,,
C9432,20.0,,,
C9440,17.0,,,
C9441,17.0,,,
C9442,17.0,,,
C946,19.0,,,
C9480,20.0,,,
C9481,20.0,,,
C9482,20.0,,,
C9500,18.0,,age >= 18,
C9500,18.0,,age < 18,
C9501,18.0,,age >= 18,
C9501,18.0,,age < 18,
C9502,18.0,,age >= 18,
C9502,18.0,,age < 18,
C9510,22.0,,,
C9511,22.0,,,
C9512,22.0,,,
C9590,22.0,,,
C9591,22.0,,,
C9592,22.0,,,
C960,21.0,,,
C9620,21.0,,,
C9621,21.0,,,
C9622,21.0,,,
C9629,21.0,,,
C964,21.0,,,
C965,21.0,,,
C966,21.0,,,
C969,21.0,,,
C96A,21.0,,,
C96Z,21.0,,,
D030,23.0,,,
D0310,23.0,,,
D03111,23.0,,,
D03112,23.0,,,
D03121,23.0,,,
D03122,23.0,,,
D0320,23.0,,,
D0321,23.0,,,
D0322,23.0,,,
D0330,23.0,,,
D0339,23.0,,,
D034,23.0,,,
D0351,23.0,,,
D0352,23.0,,,
D0359,23.0,,,
D0360,23.0,,,
D0361,23.0,,,
D0362,23.0,,,
D0370,23.0,,,
D0371,23.0,,,
D0372,23.0,,,
D038,23.0,,,
D039,23.0,,,
D1802,23.0,,,
D320,23.0,,,
D321,23.0,,,
D329,23.0,,,
D330,23.0,,,
D331,23.0,,,
D332,23.0,,,
D333,23.0,,,
D334,23.0,,,
D337,23.0,,,
D339,23.0,,,
D352,23.0,,,
D353,23.0,,,
D354,23.0,,,
D3A00,22.0,,,
D3A010,22.0,,,
D3A011,22.0,,,
D3A012,22.0,,,
D3A019,22.0,,,
D3A020,22.0,,,
D3A021,22.0,,,
D3A022,22.0,,,
D3A023,22.0,,,
D3A024,22.0,,,
D3A025,22.0,,,
D3A026,22.0,,,
D3A029,22.0,,,
D3A090,22.0,,,
D3A091,22.0,,,
D3A092,22.0,,,
D3A093,22.0,,,
D3A094,22.0,,,
D3A095,22.0,,,
D3A096,22.0,,,
D3A098,22.0,,,
D3A8,22.0,,,
D420,23.0,,,
D421,23.0,,,
D429,23.0,,,
D430,23.0,,,
D431,23.0,,,
D432,23.0,,,
D433,23.0,,,
D434,23.0,,,
D438,23.0,,,
D439,23.0,,,
D443,23.0,,,
D444,23.0,,,
D445,23.0,,,
D446,23.0,,,
D447,23.0,,,
D45,23.0,,,
D460,19.0,,,
D461,19.0,,,
D4620,19.0,,,
D4621,19.0,,,
D4622,17.0,,,
D464,19.0,,,
D469,19.0,,,
D46A,19.0,,,
D46B,19.0,,,
D46C,19.0,,,
D46Z,19.0,,,
D471,21.0,,,
D473,23.0,,,
D474,19.0,,,
D479,21.0,,,
D47Z1,21.0,,,
D47Z2,21.0,,,
D47Z9,21.0,,,
D496,23.0,,,
D561,108.0,,,
D562,108.0,,,
D565,108.0,,,
D5700,107.0,,,
D5701,107.0,,,
D5702,107.0,,,
D5703,107.0,,,
D5704,107.0,,,
D5709,107.0,,,
D571,107.0,,,
D5720,108.0,,,
D57211,108.0,,,
D57212,108.0,,,
D57213,108.0,,,
D57214,108.0,,,
D57218,108.0,,,
D57219,108.0,,,
D5740,108.0,,,
D57411,108.0,,,
D57412,108.0,,,
D57413,108.0,,,
D57414,108.0,,,
D57418,108.0,,,
D57419,108.0,,,
D5742,107.0,,,
D57431,107.0,,,
D57432,107.0,,,
D57433,107.0,,,
D57434,107.0,,,
D57438,107.0,,,
D57439,107.0,,,
D5744,108.0,,,
D57451,108.0,,,
D57452,108.0,,,
D57453,108.0,,,
D57454,108.0,,,
D57458,108.0,,,
D57459,108.0,,,
D5780,108.0,,,
D57811,108.0,,,
D57812,108.0,,,
D57813,108.0,,,
D57814,108.0,,,
D57818,108.0,,,
D57819,108.0,,,
D5910,109.0,,,
D5911,109.0,,,
D5912,109.0,,,
D5913,109.0,,,
D5919,109.0,,,
D5930,109.0,,,
D5931,109.0,,,
D5932,109.0,,,
D5939,109.0,,,
D594,109.0,,,
D595,109.0,,,
D596,109.0,,,
D598,109.0,,,
D599,109.0,,,
D600,109.0,,,
D608,109.0,,,
D609,109.0,,,
D6101,109.0,,,
D6102,109.0,,,
D6103,109.0,,,
D6109,109.0,,,
D612,109.0,,,
D613,109.0,,,
D61818,109.0,,,
D6182,109.0,,,
D6189,109.0,,,
D640,109.0,,,
D641,109.0,,,
D643,109.0,,,
D644,109.0,,,
D66,111.0,,age < 65,1.0
D66,111.0,,age >= 65,1.0
D66,112.0,,,2.0
D67,111.0,,age < 65,1.0
D67,111.0,,age >= 65,1.0
D67,112.0,,,2.0
D6800,112.0,,,
D6801,112.0,,,
D68020,112.0,,,
D68021,112.0,,,
D68022,112.0,,,
D68023,112.0,,,
D68029,112.0,,,
D6803,112.0,,,
D6804,112.0,,,
D6809,112.0,,,
D681,112.0,,,
D682,112.0,,,
D68311,112.0,,,
D691,112.0,,,
D693,112.0,,,
D6941,112.0,,,
D6942,112.0,,,
D6949,112.0,,,
D700,115.0,,,
D704,115.0,,,
D71,115.0,,,
D711,115.0,,,
D718,115.0,,,
D719,115.0,,,
D720,115.0,,,
D7581,19.0,,,
D7584,112.0,,,
D761,115.0,,,
D763,115.0,,,
D800,115.0,,,
D802,115.0,,,
D803,115.0,,,
D804,115.0,,,
D805,115.0,,,
D810,114.0,,,
D811,114.0,,,
D812,114.0,,,
D8130,114.0,,,
D8131,114.0,,,
D8132,114.0,,,
D8139,114.0,,,
D814,115.0,,,
D815,114.0,,,
D816,114.0,,,
D817,114.0,,,
D8182,114.0,,,
D8189,114.0,,,
D819,114.0,,,
D820,115.0,,,
D821,115.0,,,
D830,114.0,,,
D831,114.0,,,
D832,114.0,,,
D838,114.0,,,
D839,114.0,,,
D841,115.0,,,
D863,387.0,,,
D8686,93.0,,,
D8687,93.0,,,
D89810,454.0,,,
D89811,454.0,,,
D89812,454.0,,,
D89813,454.0,,,
D8984,115.0,,,
E035,202.0,,,
E0800,36.0,,,
E0801,36.0,,,
E0810,36.0,,,
E0811,36.0,,,
E0821,37.0,,,
E0822,37.0,,,
E0829,37.0,,,
E08311,37.0,,,
E08311,298.0,,,
E08319,37.0,,,
E083211,37.0,,,
E083211,298.0,,,
E083212,37.0,,,
E083212,298.0,,,
E083213,37.0,,,
E083213,298.0,,,
E083219,37.0,,,
E083219,298.0,,,
E083291,37.0,,,
E083292,37.0,,,
E083293,37.0,,,
E083299,37.0,,,
E083311,37.0,,,
E083311,298.0,,,
E083312,37.0,,,
E083312,298.0,,,
E083313,37.0,,,
E083313,298.0,,,
E083319,37.0,,,
E083319,298.0,,,
E083391,37.0,,,
E083392,37.0,,,
E083393,37.0,,,
E083399,37.0,,,
E083411,37.0,,,
E083411,298.0,,,
E083412,37.0,,,
E083412,298.0,,,
E083413,37.0,,,
E083413,298.0,,,
E083419,37.0,,,
E083419,298.0,,,
E083491,37.0,,,
E083492,37.0,,,
E083493,37.0,,,
E083499,37.0,,,
E083511,37.0,,,
E083511,298.0,,,
E083512,37.0,,,
E083512,298.0,,,
E083513,37.0,,,
E083513,298.0,,,
E083519,37.0,,,
E083519,298.0,,,
E083521,37.0,,,
E083521,298.0,,,
E083522,37.0,,,
E083522,298.0,,,
E083523,37.0,,,
E083523,298.0,,,
E083529,37.0,,,
E083529,298.0,,,
E083531,37.0,,,
E083531,298.0,,,
E083532,37.0,,,
E083532,298.0,,,
E083533,37.0,,,
E083533,298.0,,,
E083539,37.0,,,
E083539,298.0,,,
E083541,37.0,,,
E083541,298.0,,,
E083542,37.0,,,
E083542,298.0,,,
E083543,37.0,,,
E083543,298.0,,,
E083549,37.0,,,
E083549,298.0,,,
E083551,37.0,,,
E083551,298.0,,,
E083552,37.0,,,
E083552,298.0,,,
E083553,37.0,,,
E083553,298.0,,,
E083559,37.0,,,
E083559,298.0,,,
E083591,37.0,,,
E083591,298.0,,,
E083592,37.0,,,
E083592,298.0,,,
E083593,37.0,,,
E083593,298.0,,,
E083599,37.0,,,
E083599,298.0,,,
E0836,37.0,,,
E0837X1,37.0,,,
E0837X2,37.0,,,
E0837X3,37.0,,,
E0837X9,37.0,,,
E0839,37.0,,,
E0840,37.0,,,
E0841,37.0,,,
E0842,37.0,,,
E0843,37.0,,,
E0844,37.0,,,
E0849,37.0,,,
E0851,37.0,,,
E0852,37.0,,,
E0852,263.0,,,
E0859,37.0,,,
E08610,37.0,,,
E08618,37.0,,,
E08620,37.0,,,
E08621,37.0,,,
E08621,383.0,,,
E08622,37.0,,,
E08622,383.0,,,
E08628,37.0,,,
E08630,37.0,,,
E08638,37.0,,,
E08641,36.0,,,
E08649,38.0,,,
E0865,38.0,,,
E0869,37.0,,,
E088,38.0,,,
E089,38.0,,,
E1010,36.0,,age >= 21,
E1010,36.0,,age < 21,
E1011,36.0,,age >= 21,
E1011,36.0,,age < 21,
E1021,37.0,,age >= 21,
E1021,37.0,,age < 21,
E1022,37.0,,age >= 21,
E1022,37.0,,age < 21,
E1029,37.0,,age >= 21,
E1029,37.0,,age < 21,
E10311,37.0,,age >= 21,
E10311,37.0,,age < 21,
E10311,298.0,,,
E10319,37.0,,age >= 21,
E10319,37.0,,age < 21,
E103211,37.0,,age >= 21,
E103211,37.0,,age < 21,
E103211,298.0,,,
E103212,37.0,,age >= 21,
E103212,37.0,,age < 21,
E103212,298.0,,,
E103213,37.0,,age >= 21,
E103213,37.0,,age < 21,
E103213,298.0,,,
E103219,37.0,,age >= 21,
E103219,37.0,,age < 21,
E103219,298.0,,,
E103291,37.0,,age >= 21,
E103291,37.0,,age < 21,
E103292,37.0,,age >= 21,
E103292,37.0,,age < 21,
E103293,37.0,,age >= 21,
E103293,37.0,,age < 21,
E103299,37.0,,age >= 21,
E103299,37.0,,age < 21,
E103311,37.0,,age >= 21,
E103311,37.0,,age < 21,
E103311,298.0,,,
E103312,37.0,,age >= 21,
E103312,37.0,,age < 21,
E103312,298.0,,,
E103313,37.0,,age >= 21,
E103313,37.0,,age < 21,
E103313,298.0,,,
E103319,37.0,,age >= 21,
E103319,37.0,,age < 21,
E103319,298.0,,,
E103391,37.0,,age >= 21,
E103391,37.0,,age < 21,
E103392,37.0,,age >= 21,
E103392,37.0,,age < 21,
E103393,37.0,,age >= 21,
E103393,37.0,,age < 21,
E103399,37.0,,age >= 21,
E103399,37.0,,age < 21,
E103411,37.0,,age >= 21,
E103411,37.0,,age < 21,
E103411,298.0,,,
E103412,37.0,,age >= 21,
E103412,37.0,,age < 21,
E103412,298.0,,,
E103413,37.0,,age >= 21,
E103413,37.0,,age < 21,
E103413,298.0,,,
E103419,37.0,,age >= 21,
E103419,37.0,,age < 21,
E103419,298.0,,,
E103491,37.0,,age >= 21,
E103491,37.0,,age < 21,
E103492,37.0,,age >= 21,
E103492,37.0,,age < 21,
E103493,37.0,,age >= 21,
E103493,37.0,,age < 21,
E103499,37.0,,age >= 21,
E103499,37.0,,age < 21,
E103511,37.0,,age >= 21,
E103511,37.0,,age < 21,
E103511,298.0,,,
E103512,37.0,,age >= 21,
E103512,37.0,,age < 21,
E103512,298.0,,,
E103513,37.0,,age >= 21,
E103513,37.0,,age < 21,
E103513,298.0,,,
E103519,37.0,,age >= 21,
E103519,37.0,,age < 21,
E103519,298.0,,,
E103521,37.0,,age >= 21,
E103521,37.0,,age < 21,
E103521,298.0,,,
E103522,37.0,,age >= 21,
E103522,37.0,,age < 21,
E103522,298.0,,,
E103523,37.0,,age >= 21,
E103523,37.0,,age < 21,
E103523,298.0,,,
E103529,37.0,,age >= 21,
E103529,37.0,,age < 21,
E103529,298.0,,,
E103531,37.0,,age >= 21,
E103531,37.0,,age < 21,
E103531,298.0,,,
E103532,37.0,,age >= 21,
E103532,37.0,,age < 21,
E103532,298.0,,,
E103533,37.0,,age >= 21,
E103533,37.0,,age < 21,
E103533,298.0,,,
E103539,37.0,,age >= 21,
E103539,37.0,,age < 21,
E103539,298.0,,,
E103541,37.0,,age >= 21,
E103541,37.0,,age < 21,
E103541,298.0,,,
E103542,37.0,,age >= 21,
E103542,37.0,,age < 21,
E103542,298.0,,,
E103543,37.0,,age >= 21,
E103543,37.0,,age < 21,
E103543,298.0,,,
E103549,37.0,,age >= 21,
E103549,37.0,,age < 21,
E103549,298.0,,,
E103551,37.0,,age >= 21,
E103551,37.0,,age < 21,
E103551,298.0,,,
E103552,37.0,,age >= 21,
E103552,37.0,,age < 21,
E103552,298.0,,,
E103553,37.0,,age >= 21,
E103553,37.0,,age < 21,
E103553,298.0,,,
E103559,37.0,,age >= 21,
E103559,37.0,,age < 21,
E103559,298.0,,,
E103591,37.0,,age >= 21,
E103591,37.0,,age < 21,
E103591,298.0,,,
E103592,37.0,,age >= 21,
E103592,37.0,,age < 21,
E103592,298.0,,,
E103593,37.0,,age >= 21,
E103593,37.0,,age < 21,
E103593,298.0,,,
E103599,37.0,,age >= 21,
E103599,37.0,,age < 21,
E103599,298.0,,,
E1036,37.0,,age >= 21,
E1036,37.0,,age < 21,
E1037X1,37.0,,age >= 21,
E1037X1,37.0,,age < 21,
E1037X2,37.0,,age >= 21,
E1037X2,37.0,,age < 21,
E1037X3,37.0,,age >= 21,
E1037X3,37.0,,age < 21,
E1037X9,37.0,,age >= 21,
E1037X9,37.0,,age < 21,
E1039,37.0,,age >= 21,
E1039,37.0,,age < 21,
E1040,37.0,,age >= 21,
E1040,37.0,,age < 21,
E1041,37.0,,age >= 21,
E1041,37.0,,age < 21,
E1042,37.0,,age >= 21,
E1042,37.0,,age < 21,
E1043,37.0,,age >= 21,
E1043,37.0,,age < 21,
E1044,37.0,,age >= 21,
E1044,37.0,,age < 21,
E1049,37.0,,age >= 21,
E1049,37.0,,age < 21,
E1051,37.0,,age >= 21,
E1051,37.0,,age < 21,
E1052,37.0,,age >= 21,
E1052,37.0,,age < 21,
E1052,263.0,,,
E1059,37.0,,age >= 21,
E1059,37.0,,age < 21,
E10610,37.0,,age >= 21,
E10610,37.0,,age < 21,
E10618,37.0,,age >= 21,
E10618,37.0,,age < 21,
E10620,37.0,,age >= 21,
E10620,37.0,,age < 21,
E10621,37.0,,age >= 21,
E10621,37.0,,age < 21,
E10621,383.0,,,
E10622,37.0,,age >= 21,
E10622,37.0,,age < 21,
E10622,383.0,,,
E10628,37.0,,age >= 21,
E10628,37.0,,age < 21,
E10630,37.0,,age >= 21,
E10630,37.0,,age < 21,
E10638,37.0,,age >= 21,
E10638,37.0,,age < 21,
E10641,36.0,,age >= 21,
E10641,36.0,,age < 21,
E10649,38.0,,age >= 21,
E10649,38.0,,age < 21,
E1065,38.0,,age >= 21,
E1065,38.0,,age < 21,
E1069,37.0,,age >= 21,
E1069,37.0,,age < 21,
E108,38.0,,age >= 21,
E108,38.0,,age < 21,
E109,38.0,,age >= 21,
E109,38.0,,age < 21,
E1100,36.0,,,
E1101,36.0,,,
E1110,36.0,,,
E1111,36.0,,,
E1121,37.0,,,
E1122,37.0,,,
E1129,37.0,,,
E11311,37.0,,,
E11311,298.0,,,
E11319,37.0,,,
E113211,37.0,,,
E113211,298.0,,,
E113212,37.0,,,
E113212,298.0,,,
E113213,37.0,,,
E113213,298.0,,,
E113219,37.0,,,
E113219,298.0,,,
E113291,37.0,,,
E113292,37.0,,,
E113293,37.0,,,
E113299,37.0,,,
E113311,37.0,,,
E113311,298.0,,,
E113312,37.0,,,
E113312,298.0,,,
E113313,37.0,,,
E113313,298.0,,,
E113319,37.0,,,
E113319,298.0,,,
E113391,37.0,,,
E113392,37.0,,,
E113393,37.0,,,
E113399,37.0,,,
E113411,37.0,,,
E113411,298.0,,,
E113412,37.0,,,
E113412,298.0,,,
E113413,37.0,,,
E113413,298.0,,,
E113419,37.0,,,
E113419,298.0,,,
E113491,37.0,,,
E113492,37.0,,,
E113493,37.0,,,
E113499,37.0,,,
E113511,37.0,,,
E113511,298.0,,,
E113512,37.0,,,
E113512,298.0,,,
E113513,37.0,,,
E113513,298.0,,,
E113519,37.0,,,
E113519,298.0,,,
E113521,37.0,,,
E113521,298.0,,,
E113522,37.0,,,
E113522,298.0,,,
E113523,37.0,,,
E113523,298.0,,,
E113529,37.0,,,
E113529,298.0,,,
E113531,37.0,,,
E113531,298.0,,,
E113532,37.0,,,
E113532,298.0,,,
E113533,37.0,,,
E113533,298.0,,,
E113539,37.0,,,
E113539,298.0,,,
E113541,37.0,,,
E113541,298.0,,,
E113542,37.0,,,
E113542,298.0,,,
E113543,37.0,,,
E113543,298.0,,,
E113549,37.0,,,
E113549,298.0,,,
E113551,37.0,,,
E113551,298.0,,,
E113552,37.0,,,
E113552,298.0,,,
E113553,37.0,,,
E113553,298.0,,,
E113559,37.0,,,
E113559,298.0,,,
E113591,37.0,,,
E113591,298.0,,,
E113592,37.0,,,
E113592,298.0,,,
E113593,37.0,,,
E113593,298.0,,,
E113599,37.0,,,
E113599,298.0,,,
E1136,37.0,,,
E1137X1,37.0,,,
E1137X2,37.0,,,
E1137X3,37.0,,,
E1137X9,37.0,,,
E1139,37.0,,,
E1140,37.0,,,
E1141,37.0,,,
E1142,37.0,,,
E1143,37.0,,,
E1144,37.0,,,
E1149,37.0,,,
E1151,37.0,,,
E1152,37.0,,,
E1152,263.0,,,
E1159,37.0,,,
E11610,37.0,,,
E11618,37.0,,,
E11620,37.0,,,
E11621,37.0,,,
E11621,383.0,,,
E11622,37.0,,,
E11622,383.0,,,
E11628,37.0,,,
E11630,37.0,,,
E11638,37.0,,,
E11641,36.0,,,
E11649,38.0,,,
E1165,38.0,,,
E1169,37.0,,,
E118,38.0,,,
E119,38.0,,,
E1300,36.0,,,
E1301,36.0,,,
E1310,36.0,,,
E1311,36.0,,,
E1321,37.0,,,
E1322,37.0,,,
E1329,37.0,,,
E13311,37.0,,,
E13311,298.0,,,
E13319,37.0,,,
E133211,37.0,,,
E133211,298.0,,,
E133212,37.0,,,
E133212,298.0,,,
E133213,37.0,,,
E133213,298.0,,,
E133219,37.0,,,
E133219,298.0,,,
E133291,37.0,,,
E133292,37.0,,,
E133293,37.0,,,
E133299,37.0,,,
E133311,37.0,,,
E133311,298.0,,,
E133312,37.0,,,
E133312,298.0,,,
E133313,37.0,,,
E133313,298.0,,,
E133319,37.0,,,
E133319,298.0,,,
E133391,37.0,,,
E133392,37.0,,,
E133393,37.0,,,
E133399,37.0,,,
E133411,37.0,,,
E133411,298.0,,,
E133412,37.0,,,
E133412,298.0,,,
E133413,37.0,,,
E133413,298.0,,,
E133419,37.0,,,
E133419,298.0,,,
E133491,37.0,,,
E133492,37.0,,,
E133493,37.0,,,
E133499,37.0,,,
E133511,37.0,,,
E133511,298.0,,,
E133512,37.0,,,
E133512,298.0,,,
E133513,37.0,,,
E133513,298.0,,,
E133519,37.0,,,
E133519,298.0,,,
E133521,37.0,,,
E133521,298.0,,,
E133522,37.0,,,
E133522,298.0,,,
E133523,37.0,,,
E133523,298.0,,,
E133529,37.0,,,
E133529,298.0,,,
E133531,37.0,,,
E133531,298.0,,,
E133532,37.0,,,
E133532,298.0,,,
E133533,37.0,,,
E133533,298.0,,,
E133539,37.0,,,
E133539,298.0,,,
E133541,37.0,,,
E133541,298.0,,,
E133542,37.0,,,
E133542,298.0,,,
E133543,37.0,,,
E133543,298.0,,,
E133549,37.0,,,
E133549,298.0,,,
E133551,37.0,,,
E133551,298.0,,,
E133552,37.0,,,
E133552,298.0,,,
E133553,37.0,,,
E133553,298.0,,,
E133559,37.0,,,
E133559,298.0,,,
E133591,37.0,,,
E133591,298.0,,,
E133592,37.0,,,
E133592,298.0,,,
E133593,37.0,,,
E133593,298.0,,,
E133599,37.0,,,
E133599,298.0,,,
E1336,37.0,,,
E1337X1,37.0,,,
E1337X2,37.0,,,
E1337X3,37.0,,,
E1337X9,37.0,,,
E1339,37.0,,,
E1340,37.0,,,
E1341,37.0,,,
E1342,37.0,,,
E1343,37.0,,,
E1344,37.0,,,
E1349,37.0,,,
E1351,37.0,,,
E1352,37.0,,,
E1352,263.0,,,
E1359,37.0,,,
E13610,37.0,,,
E13618,37.0,,,
E13620,37.0,,,
E13621,37.0,,,
E13621,383.0,,,
E13622,37.0,,,
E13622,383.0,,,
E13628,37.0,,,
E13630,37.0,,,
E13638,37.0,,,
E13641,36.0,,,
E13649,38.0,,,
E1365,38.0,,,
E1369,37.0,,,
E138,38.0,,,
E139,38.0,,,
E220,51.0,,,
E240,51.0,,,
E271,51.0,,,
E310,51.0,,,
E311,51.0,,,
E3120,51.0,,,
E3121,51.0,,,
E3122,51.0,,,
E3123,51.0,,,
E318,51.0,,,
E319,51.0,,,
E3400,17.0,,,
E3401,17.0,,,
E3409,17.0,,,
E6601,48.0,,,
E662,48.0,,,
E66813,48.0,,,
E7253,50.0,,age < 21,
E7253,50.0,,age >= 21,
E72530,50.0,,age < 21,
E72530,50.0,,age >= 21,
E72538,50.0,,age < 21,
E72538,50.0,,age >= 21,
E72539,50.0,,age < 21,
E72539,50.0,,age >= 21,
E7400,50.0,,,
E7401,50.0,,,
E7402,49.0,,,
E7403,50.0,,,
E7404,50.0,,,
E7405,50.0,,,
E7409,50.0,,,
E7521,49.0,,,
E7522,49.0,,,
E7601,49.0,,,
E7602,49.0,,,
E7603,49.0,,,
E761,49.0,,,
E76210,49.0,,,
E76211,49.0,,,
E76219,49.0,,,
E7622,49.0,,,
E7629,49.0,,,
E763,49.0,,,
E791,50.0,,,
E800,50.0,,,
E801,50.0,,,
E8020,50.0,,,
E8021,50.0,,,
E8029,50.0,,,
E803,50.0,,,
E8300,50.0,,,
E8301,50.0,,,
E8309,50.0,,,
E8331,50.0,,,
E840,277.0,,,
E8411,277.0,age = 0,,
E8419,277.0,,,
E848,277.0,,,
E849,277.0,,,
E850,50.0,,,
E851,50.0,,,
E852,50.0,,,
E853,50.0,,,
E854,50.0,,,
E8581,50.0,,,
E8582,50.0,,,
E8589,50.0,,,
E859,50.0,,,
E8801,50.0,,,
E8889,50.0,,,
F0150,127.0,age >= 15,,
F01511,127.0,age >= 15,,
F01518,127.0,age >= 15,,
F0152,127.0,age >= 15,,
F0153,127.0,age >= 15,,
F0154,127.0,age >= 15,,
F01A0,127.0,age >= 15,,
F01A11,127.0,age >= 15,,
F01A18,127.0,age >= 15,,
F01A2,127.0,age >= 15,,
F01A3,127.0,age >= 15,,
F01A4,127.0,age >= 15,,
F01B0,126.0,age >= 15,,
F01B11,126.0,age >= 15,,
F01B18,126.0,age >= 15,,
F01B2,126.0,age >= 15,,
F01B3,126.0,age >= 15,,
F01B4,126.0,age >= 15,,
F01C0,125.0,age >= 15,,
F01C11,125.0,age >= 15,,
F01C18,125.0,age >= 15,,
F01C2,125.0,age >= 15,,
F01C3,125.0,age >= 15,,
F01C4,125.0,age >= 15,,
F0280,127.0,,,
F02811,127.0,,,
F02818,127.0,,,
F0282,127.0,,,
F0283,127.0,,,
F0284,127.0,,,
F02A0,127.0,,,
F02A11,127.0,,,
F02A18,127.0,,,
F02A2,127.0,,,
F02A3,127.0,,,
F02A4,127.0,,,
F02B0,126.0,,,
F02B11,126.0,,,
F02B18,126.0,,,
F02B2,126.0,,,
F02B3,126.0,,,
F02B4,126.0,,,
F02C0,125.0,,,
F02C11,125.0,,,
F02C18,125.0,,,
F02C2,125.0,,,
F02C3,125.0,,,
F02C4,125.0,,,
F0390,127.0,age >= 15,,
F03911,127.0,age >= 15,,
F03918,127.0,age >= 15,,
F0392,127.0,age >= 15,,
F0393,127.0,age >= 15,,
F0394,127.0,age >= 15,,
F03A0,127.0,age >= 15,,
F03A11,127.0,age >= 15,,
F03A18,127.0,age >= 15,,
F03A2,127.0,age >= 15,,
F03A3,127.0,age >= 15,,
F03A4,127.0,age >= 15,,
F03B0,126.0,age >= 15,,
F03B11,126.0,age >= 15,,
F03B18,126.0,age >= 15,,
F03B2,126.0,age >= 15,,
F03B3,126.0,age >= 15,,
F03B4,126.0,age >= 15,,
F03C0,125.0,age >= 15,,
F03C11,125.0,age >= 15,,
F03C18,125.0,age >= 15,,
F03C2,125.0,age >= 15,,
F03C3,125.0,age >= 15,,
F03C4,125.0,age >= 15,,
F10130,139.0,,,
F10131,136.0,,,
F10132,136.0,,,
F10139,139.0,,,
F1014,139.0,,,
F10150,136.0,,,
F10151,136.0,,,
F10159,136.0,,,
F10180,139.0,,,
F10181,139.0,,,
F10182,139.0,,,
F10188,139.0,,,
F1020,139.0,,,
F1021,139.0,,,
F10220,139.0,,,
F10221,139.0,,,
F10229,139.0,,,
F10230,139.0,,,
F10231,136.0,,,
F10232,136.0,,,
F10239,139.0,,,
F1024,139.0,,,
F10250,136.0,,,
F10251,136.0,,,
F10259,136.0,,,
F1026,136.0,,,
F1027,136.0,,,
F10280,139.0,,,
F10281,139.0,,,
F10282,139.0,,,
F10288,139.0,,,
F1029,139.0,,,
F10930,139.0,,,
F10931,136.0,,,
F10932,136.0,,,
F10939,139.0,,,
F1094,139.0,,,
F10950,136.0,,,
F10951,136.0,,,
F10959,136.0,,,
F1096,136.0,,,
F1097,136.0,,,
F10980,139.0,,,
F10981,139.0,,,
F10982,139.0,,,
F10988,139.0,,,
F1110,138.0,,,
F1111,138.0,,,
F11120,137.0,,,
F11121,137.0,,,
F11122,137.0,,,
F11129,137.0,,,
F1113,137.0,,,
F1114,137.0,,,
F11150,135.0,,,
F11151,135.0,,,
F11159,135.0,,,
F11181,137.0,,,
F11182,137.0,,,
F11188,137.0,,,
F1119,137.0,,,
F1120,137.0,,,
F1121,137.0,,,
F11220,137.0,,,
F11221,137.0,,,
F11222,137.0,,,
F11229,137.0,,,
F1123,137.0,,,
F1124,137.0,,,
F11250,135.0,,,
F11251,135.0,,,
F11259,135.0,,,
F11281,137.0,,,
F11282,137.0,,,
F11288,137.0,,,
F1129,137.0,,,
F11920,137.0,,,
F11921,137.0,,,
F11922,137.0,,,
F11929,137.0,,,
F1193,137.0,,,
F1194,137.0,,,
F11950,135.0,,,
F11951,135.0,,,
F11959,135.0,,,
F11981,137.0,,,
F11982,137.0,,,
F11988,137.0,,,
F1199,137.0,,,
F1213,137.0,,,
F12150,135.0,,,
F12151,135.0,,,
F12159,135.0,,,
F12180,137.0,,,
F12188,137.0,,,
F1220,137.0,,,
F1221,137.0,,,
F12220,137.0,,,
F12221,137.0,,,
F12222,137.0,,,
F12229,137.0,,,
F1223,137.0,,,
F12250,135.0,,,
F12251,135.0,,,
F12259,135.0,,,
F12280,137.0,,,
F12288,137.0,,,
F1229,137.0,,,
F1293,137.0,,,
F12950,135.0,,,
F12951,135.0,,,
